Feature ID	Taxon	Confidence
016aade471258badf9ce53ed2f969c8da681aeda	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;s__	0.8665089048259905
5b6ee743381db5d5a6565e502235cc9d90a60a55	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Actinotalea;s__	0.7183874050766735
b75b0584ecd0794a2e52f5265c0ae994342b7cc7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.9999975450446899
106fbf75173414e16c71bfa1f1927f57ecc6bcd6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	0.9921895897151113
05609fab4cadde70c0cd46509873ff9c8532847a	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;s__	0.9999651339707119
2c4fc9f81202fb533405d617dc08f41105c4f58f	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__GIF9;f__GIF9;g__GIF9;s__	0.9998745601557436
18cb382abe1313978556a151b463a4202645a6a2	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Roizmanbacteria;f__Candidatus_Roizmanbacteria;g__Candidatus_Roizmanbacteria;s__	0.9999986661666554
d27f990ab5889254ca0c039e35156a12095af338	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;s__	0.8681748972108153
dc3366e3b7dd5744a02dffc4ff518f2d7bc57307	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CG1-02-32-21;g__CG1-02-32-21;s__	0.9999999998541114
d48571a8edf2af15d4241626f95f540d2284ea3e	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriales;g__TC1;s__	0.9999995749685178
6ca9f9479bf6f592ceb3e8716679164deb9ad8f7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__	0.9559711315855983
d06cb821e6de14e2254c63fa9ce62878cec47120	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__	0.9772595601010088
d59c41b08d184cfeebe817d778e4906c90288de2	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__SJA-15;g__SJA-15;s__	0.999380601095098
f5ecd648254782086c583d4e1f24eadb85858414	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae	0.996212327418314
b0a82dc3c1bb92055b3dab5f8e0caa15b6678a0a	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;s__	0.9984488261496385
91110052a9418ad49b94c224047392b7960a6cec	d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__BSV26;g__BSV26;s__	0.9999287552564311
465c49f898a615cda74899c128dc67efd520c28e	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	0.9999268825840252
ff7dea50fcbb2542eb27c127862b34f21cb27fe5	d__Bacteria;p__Firmicutes;c__Desulfotomaculia;o__Ammonifexales;f__Desulforudaceae;g__Candidatus_Desulforudis;s__	0.9999459018153911
553484b528682e0188c7aad0d8da87103c02d9af	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;s__	0.9991540917188957
d593b2945b1905282985ca01d05ee053c77a3ff7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	0.9977766233672423
6af6e1f70fe3912569b86497becf936a47e5362e	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__	0.8142729049286339
c8d2dce1e7178da0cc53cd2922405131a01e37e7	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__	0.999995536382656
6b9eec55ffbb9996455525de3788c058f04ed365	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	0.9264511947800397
d853dcc6ae68dc8bc1d5a880102d91d4513c76de	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Crenothrix;s__	0.8060061322447302
092bed74656f851c81b16a86405dabf77de2254e	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.9999900528622414
