"","20GWC20082-GOWN113","22GWC22040-GOWN3026","22GWC22042-GOWN983","22GWC22050-GOWN117","21GWC21030-GOWN265","21GWC21030-GOWN265-ST","AOB-NOB-GOWN983","21GWO10014-01-GOWN246"
"OTU_1534",0,0,5.82,0,0,0,1.37,0
"OTU_1535",0,0,1.51,0,0,0,0,0
"OTU_1536",0,0,0.59,0,0,0,0,0
"OTU_1537",0,0,0.58,0,0,0,0,0
"OTU_1538",0,0,7.37,0,0,0,0,0
"OTU_1539",0,0,3.08,0,0,0,0,0
"OTU_1540",0,0,0.69,0,0,0,0,0
"OTU_1541",0,0,3.91,0,0,0,0,0
"OTU_1542",0,0,1.19,0,0,0,0,0
"OTU_1543",0,0,3.21,0,0,0,0,0
"OTU_1544",0,0,1.14,0,0,0,0,0
"OTU_1545",0,0,0.45,0,0,0,0,0
"OTU_1546",0,0,0.61,0,0,0,0,0
"OTU_1547",0,0,0.71,0,0,0,0,0
"OTU_1548",0,0,0.98,0,0,0,0,0
"OTU_1549",0,0,0,0.49,0,0,0,0
"OTU_1550",0,0,0,0.67,0,0,0,0.47
"OTU_1551",0,0,0,0,0,0,0,0
"OTU_1552",0,0,0,0,0,0,0,0
"OTU_1553",0,0,0,0,0,0,0,0
"OTU_1554",0,0,0,0,0,0,0,0
"OTU_1555",0,0,0,0,0,0,0,0
"OTU_1556",0,0,0,0,0,0,0,0
"OTU_1557",0,0,0,0,0,0,0,0
"OTU_1558",0,0,0,0,0,0,0,0
"OTU_1559",0,0,0,0,0,0,0,0
"OTU_1560",0,0,0,0,0,0,0,0
"OTU_1561",0,0,0,0,0,0,0,0
"OTU_1562",0,0,0,0.4,0,0,0,0
"OTU_1563",0,0,0,0.13,0,0,0,0
"OTU_1564",0,0,0,0,0,0,0,0
"OTU_1565",0,0,0,0,0,0,0,0
"OTU_1566",0,0,0,0.13,0,0,0,0
"OTU_1567",0,0,0,0.32,0,0,0,0
"OTU_1568",0,0,0,0,0,0,0,0
"OTU_1569",0,0,0,0.13,0,0,0,0
"OTU_1570",0,0,0,1.1,0,0,0,0.45
"OTU_1571",0,0,0,0.13,0,0,0,0
"OTU_1572",0,0,0,0.2,0,0,0,0
"OTU_1573",0,0,0,0.07,0,0,0,0
"OTU_1574",0,0,0,0,0,0,0,0
"OTU_1575",0,0,0,0,0,0,0,0
"OTU_1576",0,0,0,0,0,0,0,0
"OTU_1577",0,0,0,0.13,0,0,0,0
"OTU_1578",0,0,0,0,0,0,0,0
"OTU_1579",0,0,0,0,0,0,0,0
"OTU_1580",0,0,0,0,0,0,0,0
"OTU_1581",0,0,0,0,0,0,0,0
"OTU_1582",0,0,0,0.26,0,0,0,0
"OTU_1583",0,0,0,0,0,0,0,0
"OTU_1584",0,0,0,0,0,0,0,0
"OTU_1585",0,0,0,0,0,0,0,0
"OTU_1586",0,0,0,0,0,0,0,0
"OTU_1587",0,0,0,0,0,0,0,0
"OTU_1588",0,0,0,0,0,0,0,0
"OTU_1589",0,0,0,0.2,0,0,0,0
"OTU_1590",0,0,0,0,0,0,0,0
"OTU_1591",0,0,0,0.55,0,0,0,0
"OTU_1592",0,0,0,0.35,0,0,0,0
"OTU_1593",0,0,0,0,0,0,0,0
"OTU_1594",0,0,0,0,0,0,0,0
"OTU_1595",0,0,0,0.39,0,0,0,0
"OTU_1596",0,0,0,0.72,0,0,0,0
"OTU_1597",0,0,0,0,0,0,0,0
"OTU_1598",0,0,0,0,0,0,0,0
"OTU_1599",0,0,0,1.61,0,0,0,0
"OTU_1600",0,0,0,0,0,0,0,0
"OTU_1601",0,0,0,0.59,0,0,0,0
"OTU_1602",0,0,0,0,0,0,0,0
"OTU_1603",0,0,0,0,0,0,0,0
"OTU_1604",0,0,0,0,0,0,0,0
"OTU_1605",0,0,0,0,0,0,0,0
"OTU_1606",0,0,0,0,0,0,0,0
"OTU_1607",0,0,0,0,0,0,0,0
"OTU_1608",0,0,0,0,0,0,0,0
"OTU_1609",0,0,0,1.07,0,0,0,0
"OTU_1610",0,0,0,0.38,0,0,0,0
"OTU_1611",0,0,0,0.13,0,0,0,0
"OTU_1612",0,0,0,0,0,0,0,0
"OTU_1613",0,0,0,0.67,0,0,0,0
"OTU_1614",0,0,0,1.03,0,0,0,0
"OTU_1615",0,0,0,0.71,0,0,0,0
"OTU_1616",0,0,0,0,0,0,0,0
"OTU_1617",0,0,0,0.65,0,0,0,0
"OTU_1618",0,0,0,0,0,0,0,0
"OTU_1619",0,0,0,0,0,0,0,0
"OTU_1620",0,0,0,0.07,0,0,0,0
"OTU_1621",0,0,0,0.39,0,0,0,0
"OTU_1622",0,0,0,0.45,0,0,0,0
"OTU_1623",0,0,0,0,0,0,0,0
"OTU_1624",0,0,0,0.2,0,0,0,0
"OTU_1625",0,0,0,0.39,0,0,0,0
"OTU_1626",0,0,0,0,0,0,0,0
"OTU_1627",0,0,0,0.73,0,0,0,0
"OTU_1628",0,0,0,0,0,0,0,0
"OTU_1629",0,0,0,0.66,0,0,0,0
"OTU_1630",0,0,0,0,0,0,0,0
"OTU_1631",0,0,0,0.47,0,0,0,0
"OTU_1632",0,0,0,0.93,0,0,0,0
"OTU_1633",0,0,0,0,0,0,0,0
"OTU_1634",0,0,0,0.77,0,0,0,0
"OTU_1635",0,0,0,0.49,0,0,0,0
"OTU_1636",0,0,0,0.15,0,0,0,0
"OTU_1637",0,0,0,0.25,0,0,0,0
"OTU_1638",0,0,0,0,0,0,0,0
"OTU_1639",0,0,0,0.2,0,0,0,0
"OTU_1640",0,0,0,0.48,0,0,0,0
"OTU_1641",0,0,0,0.45,0,0,0,0
"OTU_1642",0,0,0,0.92,0,0,0,0
"OTU_1643",0,0,0,0,0,0,0,0
"OTU_1644",0,0,0,0,0,0,0,0
"OTU_1645",0,0,0,0,0,0,0,0
"OTU_1646",0,0,0,0,0,0,0,0
"OTU_1647",0,0,0,0,0,0,0,0
"OTU_1648",0,0,0,0,0,0,0,0
"OTU_1649",0,0,0,0,0,0,0,0
"OTU_1650",0,0,0,0,0,0,0,0
"OTU_1651",0,0,0,0.63,0,0,0,0
"OTU_1652",0,0,0,0.38,0,0,0,0
"OTU_1653",0,0,0,0,0,0,0,0
"OTU_1654",0,0,0,0.95,0,0,0,0
"OTU_1655",0,0,0,0.41,0,0,0,0
"OTU_1656",0,0,0,0.53,0,0,0,0
"OTU_1657",0,0,0,0.38,0,0,0,0
"OTU_1658",0,0,0,2.65,0,0,0,0
"OTU_1659",0,0,0,1.33,0,0,0,0
"OTU_1660",0,0,0,0.21,0,0,0,0
"OTU_1661",0,0,0,0,0,0,0,0
"OTU_1662",0,0,0,0,0,0,0,0
"OTU_1663",0,0,0,0.32,0,0,0,0
"OTU_1664",0,0,0,0,0,0,0,0
"OTU_1665",0,0,0,0,0,0,0,0
"OTU_1666",0,0,0,1.51,0,0,0,0
"OTU_1667",0,0,0,0,0,0,0,0
"OTU_1668",0,0,0,0.72,0,0,0,0
"OTU_1669",0,0,0,0.14,0,0,0,0
"OTU_1670",0,0,0,0.39,0,0,0,0
"OTU_1671",0,0,0,0,0,0,0,0
"OTU_1672",0,0,0,2.68,0,0,0,0
"OTU_1673",0,0,0,3.25,0,0,0,0
"OTU_1674",0,0,0,0.08,0,0,0,0
"OTU_1675",0,0,0,8.46,0,0,0,0
"OTU_1676",0,0,0,0.3,0,0,0,0
"OTU_1677",0,0,0,0,0,0,0,0
"OTU_1678",0,0,0,0,0,0,0,0
"OTU_1679",0,0,0,0.93,0,0,0,0
"OTU_1680",0,0,0,0.69,0,0,0,0
"OTU_1681",0,0,0,0.93,0,0,0,0
"OTU_1682",0,0,0,0.58,0,0,0,0
"OTU_1683",0,0,0,0,0,0,0,0
"OTU_1684",0,0,0,1.16,0,0,0,0
"OTU_1685",0,0,0,1.14,0,0,0,0
"OTU_1686",0,0,0,5.16,0,0,0,0
"OTU_1687",0,0,0,0.61,0,0,0,0
"OTU_1688",0,0,0,0,0,0,0,0
"OTU_1689",0,0,0,1.91,0,0,0,0
"OTU_1690",0,0,0,0.41,0,0,0,0
"OTU_1691",0,0,0,0.52,0,0,0,0
"OTU_1692",0,0,0,0.9,0,0,0,0
"OTU_1693",0,0,0,0.08,0,0,0,0
"OTU_1694",0,0,0,0.15,0,0,0,0
"OTU_1695",0,0,0,0.62,0,0,0,0
"OTU_1696",0,0,0,1.08,0,0,0,0
"OTU_1697",0,0,0,0,0,0,0,0
"OTU_1698",0,0,0,0,0,0,0,0
"OTU_1699",0,0,0,0,0,0,0,0
"OTU_1700",0,0,0,0,0,0,0,0
"OTU_1701",0,0,0,0,0,0,0,0
"OTU_1702",0,0,0,0.35,0,0,0,0
"OTU_1703",0,0,0,0,0,0,0,0
"OTU_1704",0,0,0,0,0,0,0,0
"OTU_1705",0,0,0,0.45,0,0,0,0
"OTU_1706",0,0,0,1.32,0,0,0,0
"OTU_1707",0,0,0,0.32,0,0,0,0
"OTU_1708",0,0,0,1.83,0,0,0,0
"OTU_1709",0,0,0,0,0,0,0,0
"OTU_1710",0,0,0,0,0,0,0,0
"OTU_1711",0,0,0,0,0,0,0,0
"OTU_1712",0,0,0,0,0,0,0,0
"OTU_1713",0,0,0,4.34,0,0,0,0
"OTU_1714",0,0,0,1.09,0,0,0,0
"OTU_1715",0,0,0,0.66,0,0,0,0
"OTU_1716",0,0,0,1.13,0,0,0,0
"OTU_1717",0,0,0,0.45,0,0,0,0
"OTU_1718",0,0,0,0,0,0,0,0
"OTU_1719",0,0,0,0,0,0,0,0
"OTU_1720",0,0,0,0.22,0.4,0,0,0
"OTU_1721",0,0,0,1.05,0.89,0,0,0
"OTU_1722",0,0,0,0,0,0,0,0
"OTU_1723",0,0,0,0,0,0,0,0
"OTU_1724",0,0,0,0.39,0,0,0,0
"OTU_1725",0,0,0,0.45,0,0,0,0
"OTU_1726",0,0,0,0,0,0,0,0
"OTU_1727",0,0,0,0.09,0,0,0,0
"OTU_1728",0,0,0,0,0,0,0,0
"OTU_1729",0,0,0,0.84,0,0,0,0
"OTU_1730",0,0,0,0,0,0,0,0
"OTU_1731",0,0,0,0.67,0,0,0,0
"OTU_1732",0,0,0,0,0,0,0,0
"OTU_1733",0,0,0,0.45,0,0,0,0
"OTU_1734",0,0,0,0.32,0,0,0,0
"OTU_1735",0,0,0,0,0,0,0,0
"OTU_1736",0,0,0,0.6,0,0,0,0
"OTU_1737",0,0,0,0,0,0,0,0
"OTU_1738",0,0,0,0,0,0,0,0
"OTU_1739",0,0,0,1.55,0,0,0,0
"OTU_1740",0,0,0,0,0,0,0,0
"OTU_1741",0,0,0,2.79,0,0,0,0
"OTU_1742",0,0,0,1.08,0,0,0,0
"OTU_1743",0,0,0,2.81,0,0,0,0
"OTU_1744",0,0,0,0.29,0,0,0,0
"OTU_1745",0,0,0,0.91,0,0,0,0
"OTU_1746",0,0,0,1.57,0,0,0,0
"OTU_1747",0,0,0,0.15,0,0,0,0
"OTU_1748",0,0,0,0.42,0,0,0,0
"OTU_1749",0,0,0,0.39,0,0,0,0
"OTU_1750",0,0,0,0.56,0,0,0,0
"OTU_1751",0,0,0,0.76,0,0,0,0
"OTU_1752",0,0,0,0,0,0,0,0
"OTU_1753",0,0,0,0.67,0,0,0,0
"OTU_1754",0,0,0,2.63,0,0,0,0
"OTU_1755",0,0,0,0,0,0,0,0
"OTU_1756",0,0,0,1.1,0,0,0,0
"OTU_1757",0,0,0,0.45,0,0,0,0
"OTU_1758",0,0,0,0,0,0,0,0
"OTU_1759",0,0,0,0.15,0,0,0,0
"OTU_1760",0,0,0,0.61,0,0,0,0
"OTU_1761",0,0,0,0.42,0,0,0,0
"OTU_1762",0,0,0,0.98,0,0,0,0
"OTU_1763",0,0,0,1.19,0,0,0,0
"OTU_1764",0,0,0,1.36,0,0,0,0
"OTU_1765",0,0,0,0.65,0,0,0,0
"OTU_1766",0,0,0,2.49,0,0,0,0
"OTU_1767",0,0,0,0.48,0,0,0,0
"OTU_1768",0,0,0,3.97,0,0,0,0
"OTU_1769",0,0,0,1.27,0,0,0,0
"OTU_1770",0,0,0,0.78,0,0,0,0
"OTU_1771",0,0,0,1.65,0,0,0,0
"OTU_1772",0,0,0,4.54,0,0,0,0
"OTU_1773",0,0,0,8.28,0,0,0,0
"OTU_1774",0,0,0,1.67,0,0,0,0
"OTU_1775",0,0,0,3.78,0,0,0,0
"OTU_1776",0,0,0,0.75,0,0,0,0
"OTU_1777",0,0,0,0.36,0,0,0,0
"OTU_1778",0,0,0,4.41,0,0,0,0
"OTU_1779",0,0,0,7.78,0,0,0,0
"OTU_1780",0,0,0,0.04,0,0,0,0
"OTU_1781",0,0,0,1.17,0,0,0,0
"OTU_1782",0,0,0,1.01,0,0,0,0
"OTU_1783",0,0,0,0.47,0,0,0,0
"OTU_1784",0,0,0,0.52,0,0,0,0
"OTU_1785",0,0,0,0.43,0,0,0,0
"OTU_1786",0,0,0,0.86,0,0,0,0
"OTU_1787",0,0,0,1.72,0,0,0,0
"OTU_1788",0,0,0,0.4,0,0,0,0
"OTU_1789",0,0,0,0.13,0,0,0,0
"OTU_1790",0,0,0,2.93,0,0,0,0
"OTU_1791",0,0,0,2.56,0,0,0,0
"OTU_1792",0,0,0,0.54,0,0,0,0
"OTU_1793",0,0,0,1.08,0,0,0,0
"OTU_1794",0,0,0,2.76,0,0,0,0
"OTU_1795",0,0,0,0.41,0,0,0,0
"OTU_1796",0,0,0,0.69,0,0,0,0
"OTU_1797",0,0,0,0.69,0,0,0,0
"OTU_1798",0,0,0,2.19,0,0,0,0
"OTU_1799",0,0,0,1.12,0,0,0,0
"OTU_1800",0,0,0,2.12,0,0,0,0
"OTU_1801",0,0,0,0.63,0,0,0,0
"OTU_1802",0,0,0,0.67,0,0,0,0
"OTU_1803",0,0,0,0.63,0,0,0,0
"OTU_1804",0,0,0,0,0,0,0,0
"OTU_1805",0,0,0,0.58,0,0,0,0
"OTU_1806",0,0,0,0.18,0,0,0,0
"OTU_1807",0,0,0,0,0,0,0,0
"OTU_1808",0,0,0,1.81,0,0,0,0
"OTU_1809",0,0,0,0.65,0,0,0,0
"OTU_1810",0,0,0,4.58,0,0,0,0
"OTU_1811",0,0,0,3.11,0,0,0,0
"OTU_1812",0,0,0,0,0,0,0,0
"OTU_1813",0,0,0,0,0,0,0,0
"OTU_1814",0,0,0,0.13,0,0,0,0
"OTU_1815",0,0,0,0.46,0,0,0,0
"OTU_1816",0,0,0,1.04,0,0,0,0
"OTU_1817",0,0,0,2.91,0,0,0,0
"OTU_1818",0,0,0,9.71,0,0,0,0
"OTU_1819",0,0,0,0.46,0,0,0,0
"OTU_1820",0,0,0,0,0,0,0,0
"OTU_1821",0,0,0,2.19,0,0,0,0
"OTU_1822",0,0,0,0.61,0,0,0,0
"OTU_1823",0,0,0,0.89,0,0,0,0
"OTU_1824",0,0,0,5.24,0,0,0,0
"OTU_1825",0,0,0,4.48,0,0,0,0
"OTU_1826",0,0,0,0.48,0,0,0,0
"OTU_1827",0,0,0,2.14,0,0,0,0
"OTU_1828",0,0,0,3.06,0,0,0,0
"OTU_1829",0,0,0,1.56,0,0,0,0
"OTU_1830",0,0,0,5.29,0,0,0,0
"OTU_1831",0,0,0,0.69,0,0,0,0
"OTU_1832",0,0,0,0.62,0,0,0,0
"OTU_1833",0,0,0,1.11,0,0,0,0
"OTU_1834",0,0,0,0.6,0,0,0,0
"OTU_1835",0,0,0,1.03,0,0,0,0
"OTU_1836",0,0,0,1.77,0,0,0,0
"OTU_1837",0,0,0,0.74,0,0,0,0
"OTU_1838",0,0,0,1.28,0,0,0,0
"OTU_1839",0,0,0,2.59,0,0,0,0
"OTU_1840",0,0,0,0.55,0,0,0,0
"OTU_1841",0,0,0,1.13,0,0,0,0
"OTU_1842",0,0,0,0.53,0,0,0,0
"OTU_1843",0,0,0,0.94,0,0,0,0
"OTU_1844",0,0,0,0.78,0,0,0,0
"OTU_1845",0,0,0,9.76,0,0,0,0
"OTU_1846",0,0,0,0.58,0,0,0,0
"OTU_1847",0,0,0,1.1,0,0,0,0
"OTU_1848",0,0,0,1.66,0,0,0,0
"OTU_1849",0,0,0,0.41,0,0,0,0
"OTU_1850",0,0,0,1.4,0,0,0,0
"OTU_1851",0,0,0,1.11,0,0,0,0
"OTU_1852",0,0,0,0.45,0,0,0,0
"OTU_1853",0,0,0,0.74,0,0,0,0
"OTU_1854",0,0,0,0.38,0,0,0,0
"OTU_1855",0,0,0,0,0,0,0,0
"OTU_1856",0,0,0,0.65,0,0,0,0
"OTU_1857",0,0,0,0.12,0,0,0,0
"OTU_1858",0,0,0,0.2,0,0,0,0
"OTU_1859",0,0,0,0.4,0,0,0,0
"OTU_1860",0,0,0,0,0,0,0,0
"OTU_1861",0,0,0,0.38,0,0,0,0
"OTU_1862",0,0,0,0.14,0,0,0,0
"OTU_1863",0,0,0,0.5,0,0,0,0
"OTU_1864",0,0,0,0.56,0,0,0,0
"OTU_1865",0,0,0,0.42,0,0,0,0
"OTU_1866",0,0,0,1.09,0,0,0,0
"OTU_1867",0,0,0,1.95,0,0,0,0
"OTU_1868",0,0,0,2.24,0,0,0,0
"OTU_1869",0,0,0,1.41,0,0,0,0
"OTU_1870",0,0,0,0.69,0,0,0,0
"OTU_1871",0,0,0,0.45,0,0,0,0
"OTU_1872",0,0,0,1.31,0,0,0,0
"OTU_1873",0,0,0,0.55,0,0,0,0
"OTU_1874",0,0,0,0.98,0,0,0,0
"OTU_1875",0,0,0,0.46,0,0,0,0
"OTU_1876",0,0,0,1.82,0,0,0,0
"OTU_1877",0,0,0,0.51,0,0,0,0
"OTU_1878",0,0,0,0.53,0,0,0,0
"OTU_1879",0,0,0,1.23,0,0,0,0
"OTU_1880",0,0,0,0.67,0,0,0,0
"OTU_1881",0,0,0,0.63,0,0,0,0
"OTU_1882",0,0,0,0.88,0,0,0,0
"OTU_1883",0,0,0,0.39,0,0,0,0
"OTU_1884",0,0,0,0,0,0,0,0
"OTU_1885",0,0,0,0.7,0,0,0,0
"OTU_1886",0,0,0,0.77,0,0,0,0
"OTU_1887",0,0,0,1.48,0,0,0,0
"OTU_1888",0,0,0,0.58,0,0,0,0
"OTU_1889",0,0,0,1.87,0,0,0,0
"OTU_1890",0,0,0,2.3,0,0,0,0
"OTU_1891",0,0,0,0,0,0,0,0
"OTU_1892",0,0,0,7.34,0,0,0,0
"OTU_1893",0,0,0,0.84,0,0,0,0
"OTU_1894",0,0,0,0.39,0,0,0,0
"OTU_1895",0,0,0,0,0,0,0,0
"OTU_1896",0,0,0,0,0,0,0,0
"OTU_1897",0,0,0,0,0,0,0,0
"OTU_1898",0,0,0,0.47,0,0,0,0
"OTU_1899",0,0,0,8.19,0,0,0,0
"OTU_1900",0,0,0,0.92,0,0,0,0
"OTU_1901",0,0,0,2.11,0,0,0,0
"OTU_1902",0,0,0,0.7,0,0,0,0
"OTU_1903",0,0,0,0,0,0,0,0
"OTU_1904",0,0,0,0.39,0,0,0,0
"OTU_1905",0,0,0,0.61,0,0,0,0
"OTU_1906",0,0,0,0.59,0,0,0,0
"OTU_1907",0,0,0,0.96,0,0,0,0
"OTU_1908",0,0,0,16.04,0,0,0,0
"OTU_1909",0,0,0,0.36,0,0,0,0
"OTU_1910",0,0,0,1.01,0,0,0,0
"OTU_1911",0,0,0,10.7,0,0,0,0
"OTU_1912",0,0,0,1.36,0,0,0,0
"OTU_1913",0,0,0,0.49,0,0,0,0
"OTU_1914",0,0,0,1.18,0,0,0,0
"OTU_1915",0,0,0,0.63,0,0,0,0
"OTU_1916",0,0,0,0.71,0,0,0,0
"OTU_1917",0,0,0,1.11,0,0,0,0
"OTU_1918",0,0,0,4.49,0,0,0,0
"OTU_1919",0,0,0,0,0,0,0,0
"OTU_1920",0,0,0,1.67,0,0,0,0
"OTU_1921",0,0,0,1.16,0,0,0,0
"OTU_1922",0,0,0,2.78,0,0,0,0
"OTU_1923",0,0,0,1.05,0,0,0,0
"OTU_1924",0,0,0,0.53,0,0,0,0
"OTU_1925",0,0,0,0.51,0,0,0,0
"OTU_1926",0,0,0,0.41,0,0,0,0
"OTU_1927",0,0,0,0.43,0,0,0,0
"OTU_1928",0,0,0,0.52,0,0,0,0
"OTU_1929",0,0,0,0.64,0,0,0,0
"OTU_1930",0,0,0,0.38,0,0,0,0
"OTU_1931",0,0,0,0.38,0,0,0,0
"OTU_1932",0,0,0,0.59,0,0,0,0
"OTU_1933",0,0,0,5.59,0,0,0,0
"OTU_1934",0,0,0,0.53,0,0,0,0
"OTU_1935",0,0,0,0,0,0,0,0
"OTU_1936",0,0,0,3.74,0,0,0,0
"OTU_1937",0,0,0,0.41,0,0,0,0
"OTU_1938",0,0,0,0.45,0,0,0,0
"OTU_1939",0,0,0,1.81,0,0,0,0
"OTU_1940",0,0,0,0,0,0,0,0
"OTU_1941",0,0,0,1.32,0,0,0,0
"OTU_1942",0,0,0,3.05,0,0,0,0
"OTU_1943",0,0,0,1.33,0,0,0,0
"OTU_1944",0,0,0,0.63,0,0,0,0
"OTU_1945",0,0,0,0.37,0,0,0,0
"OTU_1946",0,0,0,1.31,0,0,0,0
"OTU_1947",0,0,0,0.47,0,0,0,0
"OTU_1948",0,0,0,0.83,0,0,0,0
"OTU_1949",0,0,0,1.34,0,0,0,0
"OTU_1950",0,0,0,0.45,0,0,0,0
"OTU_1951",0,0,0,0.36,0,0,0,0
"OTU_1952",0,0,0,0.4,0,0,0,0
"OTU_1953",0,0,0,3.71,0,0,0,0
"OTU_1954",0,0,0,4.44,0,0,0,0
"OTU_1955",0,0,0,2.22,0,0,0,0
"OTU_1956",0,0,0,0.36,0,0,0,0
"OTU_1957",0,0,0,1.9,0,0,0,0
"OTU_1958",0,0,0,10.78,0,0,0,0
"OTU_1959",0,0,0,0.45,0,0,0,0
"OTU_1960",0,0,0,0.17,0,0,0,0
"OTU_1961",0,0,0,1.1,0,0,0,0
"OTU_1962",0,0,0,0.61,0,0,0,0
"OTU_1963",0,0,0,0.61,0,0,0,0
"OTU_1964",0,0,0,0,0,0,0,0
"OTU_1965",0,0,0,0.79,0,0,0,0
"OTU_1966",0,0,0,0.52,0,0,0,0
"OTU_1967",0,0,0,0,0,0,0,0
"OTU_1968",0,0,0,0.97,0,0,0,0
"OTU_1969",0,0,0,0.04,0,0,0,0
"OTU_1970",0,0,0,0.37,0,0,0,0
"OTU_1971",0,0,0,0.48,0,0,0,0
"OTU_1972",0,0,0,0.47,0,0,0,0
"OTU_1973",0,0,0,0.64,0,0,0,0
"OTU_1974",0,0,0,2.66,0,0,0,0
"OTU_1975",0,0,0,2.48,0,0,0,0
"OTU_1976",0,0,0,1.95,0,0,0,0
"OTU_1977",0,0,0,0.55,0,0,0,0
"OTU_1978",0,0,0,3.12,0,0,0,0
"OTU_1979",0,0,0,0.43,0,0,0,0
"OTU_1980",0,0,0,0.69,0,0,0,0
"OTU_1981",0,0,0,3.45,0,0,0,0
"OTU_1982",0,0,0,0.41,0,0,0,0
"OTU_1983",0,0,0,2.78,0,0,0,0
"OTU_1984",0,0,0,0.39,0,0,0,0
"OTU_1985",0,0,0,0,0,0,0,0
"OTU_1986",0,0,0,0.39,0,0,0,0
"OTU_1987",0,0,0,0.08,0,0,0,0
"OTU_1988",0,0,0,3.93,0,0,0,0
"OTU_1989",0,0,0,1.77,0,0,0,0
"OTU_1990",0,0,0,0.45,0,0,0,0
"OTU_1991",0,0,0,0.64,0,0,0,0
"OTU_1992",0,0,0,0.64,0,0,0,0
"OTU_1993",0,0,0,0.92,0,0,0,0
"OTU_1994",0,0,0,0.54,0,0,0,0
"OTU_1995",0,0,0,1.93,0,0,0,0
"OTU_1996",0,0,0,1.77,0,0,0,0
"OTU_1997",0,0,0,1.39,0,0,0,0
"OTU_1998",0,0,0,1.77,0,0,0,0
"OTU_1999",0,0,0,1.22,0,0,0,0
"OTU_2000",0,0,0,4.37,0,0,0,0
"OTU_2001",0,0,0,0.64,0,0,0,0
"OTU_2002",0,0,0,2.62,0,0,0,0
"OTU_2003",0,0,0,1.63,0,0,0,0
"OTU_2004",0,0,0,0.38,0,0,0,0
"OTU_2005",0,0,0,0.65,0,0,0,0
"OTU_2006",0,0,0,0,0,0,0,0
"OTU_2007",0,0,0,1,0,0,0,0
"OTU_2008",0,0,0,0.5,0,0,0,0
"OTU_2009",0,0,0,0.38,0,0,0,0
"OTU_2010",0,0,0,0.46,0,0,0,0
"OTU_2011",0,0,0,0.42,0,0,0,0
"OTU_2012",0,0,0,0.66,0,0,0,0
"OTU_2013",0,0,0,0,0,0,0,0
"OTU_2014",0,0,0,0.8,0,0,0,0.78
"OTU_2015",0,0,0,0.45,0,0,0,0
"OTU_2016",0,0,0,0.64,0,0,0,0
"OTU_2017",0,0,0,0.52,0,0,0,0
"OTU_2018",0,0,0,0,0,0,0,0
"OTU_2019",0,0,0,0.63,0,0,0,0
"OTU_2020",0,0,0,0.57,0,0,0,0
"OTU_2021",0,0,0,0,0,0,0,0
"OTU_2022",0,0,0,1.64,0,0,0,0
"OTU_2023",0,0,0,0.84,0,0,0,0
"OTU_2024",0,0,0,0.45,0,0,0,0
"OTU_2025",0,0,0,0.43,0,0,0,0
"OTU_2026",0,0,0,0.45,0,0,0,0
"OTU_2027",0,0,0,0.58,0,0,0,0
"OTU_2028",0,0,0,0.52,0,0,0,0
"OTU_2029",0,0,0,0.65,0,0,0,0
"OTU_2030",0,0,0,0.91,0,0,0,0
"OTU_2031",0,0,0,0.38,0,0,0,0
"OTU_2032",0,0,0,0.37,0,0,0,0
"OTU_2033",0,0,0,0.39,0,0,0,0
"OTU_2034",0,0,0,0.09,0,0,0,0
"OTU_2035",0,0,0,3.37,0,0,0,0
"OTU_2036",0,0,0,6.88,0,0,0,0
"OTU_2037",0,0,0,0.97,0,0,0,0
"OTU_2038",0,0,0,2.19,0,0,0,0
"OTU_2039",0,0,0,3.02,0,0,0,0
"OTU_2040",0,0,0,3.45,0,0,0,0
"OTU_2041",0,0,0,17.1,0,0,0,0
"OTU_2042",0,0,0,103.16,0,0,0,0
"OTU_2043",0,0,0,1.97,0,0,0,0
"OTU_2044",0,0,0,9.78,0,0,0,0
"OTU_2045",0,0,0,2.13,0,0,0,0
"OTU_2046",0,0,0,1.96,0,0,0,0
"OTU_2047",0,0,0,4.82,0,0,0,0
"OTU_2048",0,0,0,1.54,0,0,0,0
"OTU_2049",0,0,0,4.88,0,0,0,0
"OTU_2050",0,0,0,1.35,0,0,0,0
"OTU_2051",0,0,0,2.41,0,0,0,0
"OTU_2052",0,0,0,2.36,0,0,0,0
"OTU_2053",0,0,0,2.35,0,0,0,0
"OTU_2054",0,0,0,4.72,0,0,0,0
"OTU_2055",0,0,0,35.3,0,0,0,0
"OTU_2056",0,0,0,1.99,0,0,0,0
"OTU_2057",0,0,0,2.32,0,0,0,0
"OTU_2058",0,0,0,10.85,0,0,0,0
"OTU_2059",0,0,0,6.8,0,0,0,0
"OTU_2060",0,0,0,7.28,0,0,0,0
"OTU_2061",0,0,0,3.18,0,0,0,0
"OTU_2062",0,0,0,8.75,0,0,0,0
"OTU_2063",0,0,0,3.33,0,0,0,0
"OTU_2064",0,0,0,5.16,0,0,0,0
"OTU_2065",0,0,0,3.57,0,0,0,0
"OTU_2066",0,0,0,4,0,0,0,0
"OTU_2067",0,0,0,2.68,0,0,0,0
"OTU_2068",0,0,0,3.72,0,0,0,0
"OTU_2069",0,0,0,0.7,0,0,0,0
"OTU_2070",0,0,0,40.28,0,0,0,0
"OTU_2071",0,0,0,12.08,0,0,0,0
"OTU_2072",0,0,0,5.94,0,0,0,0
"OTU_2073",0,0,0,2.39,0,0,0,0
"OTU_2074",0,0,0,3.37,0,0,0,0
"OTU_2075",0,0,0,13,0,0,0,0
