"","ASVs","Domain","Phylum","Class","Order","Family","Genus","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"7389","ASV10286"," d__Bacteria"," p__Myxococcota"," c__Polyangia"," o__Nannocystales"," f__Nannocystaceae"," g__Paraliomyxa",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7390","ASV10287"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Thiobacillaceae"," g__Parasulfuritortus",0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,33,0,0,0,0,0,5,0,0,0
"7391","ASV10288"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Dermatophilaceae"," g__Pedococcus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0
"7392","ASV10291"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Promineifilales"," f__Promineifilaceae"," g__Promineifilum",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,3,1,0,0
"7393","ASV10298"," d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," o__UBA1845"," f__Fen-1342"," g__RAS1",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"7394","ASV10301"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__RFPW01",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7395","ASV10305"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA1406"," f__GWC2-37-13"," g__RSWP21",0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,3,0,0,0,0,0,1,3,0,0
"7396","ASV10309"," d__Bacteria"," p__Patescibacteria"," c__Saccharimonadia"," o__Saccharimonadales"," f__UBA4665"," g__RYN-405",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
"7397","ASV10310"," d__Bacteria"," p__Bacteroidota"," c__Rhodothermia"," o__Balneolales"," f__Balneolaceae"," g__Rhodohalobacter",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0
"7398","ASV10311"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Stappiaceae"," g__Roseibium",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0
"7399","ASV10313"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminiclostridium_E",0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,5,0,0,2,1,1,1,0,0,0
"7400","ASV10314"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"7401","ASV10315"," d__Archaea"," p__Asgardarchaeota"," c__Heimdallarchaeia"," o__Hodarchaeales"," f__S146-22"," g__S146-22",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7402","ASV10317"," d__Bacteria"," p__Acidobacteriota"," c__Terriglobia"," o__UBA7540"," f__UBA7540"," g__SCRD01",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0
"7403","ASV10318"," d__Bacteria"," p__Patescibacteria"," c__Saccharimonadia"," o__UBA4664"," f__SCTI01"," g__SCTI01",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"7404","ASV10322"," d__Bacteria"," p__Hydrogenedentota"," c__Hydrogenedentia"," o__Hydrogenedentiales"," f__CAITNO01"," g__SLFT01",0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7405","ASV10323"," d__Bacteria"," p__Patescibacteria"," c__Saccharimonadia"," o__QS-5-54-17"," f__QS-5-54-17"," g__SLRF01",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0
"7406","ASV10324"," d__Bacteria"," p__WOR-3"," c__E44-bin80"," o__E44-bin80"," f__E44-bin80"," g__SOKD01",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7407","ASV10325"," d__Bacteria"," p__Marinisomatota"," c__SORT01"," o__SORT01"," f__SORT01"," g__SORT01",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"7408","ASV10328"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__SURF-13"," f__SURF-13"," g__SURF-13",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"7409","ASV10336"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__SZUA-21"," f__SZUA-21"," g__SZUA-21",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"7410","ASV10340"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sandaracinobacteroides",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,10
"7411","ASV10342"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Cellvibrionaceae"," g__Simiduia",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"7412","ASV10345"," d__Bacteria"," p__Cyanobacteriota"," c__Vampirovibrionia"," o__Gastranaerophilales"," f__Gastranaerophilaceae"," g__Stercorousia",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"7413","ASV10347"," d__Bacteria"," p__Patescibacteria"," c__Dojkabacteria"," o__SC72"," f__T1SED10-24"," g__T1SED10-24",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"7414","ASV10351"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Thioclava",0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,2,1,0,0,1
"7415","ASV10352"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Pseudomonadaceae"," g__Thiopseudomonas",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"7416","ASV10353"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Opitutales"," f__Opitutaceae"," g__Tous-C4FEB",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,2,0,0,0
"7417","ASV10356"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__BM507"," f__UBA12075"," g__UBA12075",0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,13,0,0
"7418","ASV10364"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Crocinitomicaceae"," g__UBA4466",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"7419","ASV10366"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__UBA4615",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
"7420","ASV10368"," d__Bacteria"," p__Verrucomicrobiota"," c__Lentisphaeria"," o__Victivallales"," f__Victivallaceae"," g__UBA5239",0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"7421","ASV10369"," d__Bacteria"," p__Desulfobacterota"," c__Desulfobacteria"," o__Desulfobacterales"," f__UBA5616"," g__UBA5616",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0
"7422","ASV10370"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__GWA2-44-7"," f__UBA8517"," g__UBA5941",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,11,2,0,0
"7423","ASV10371"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__UBA4823"," g__UBA6092",0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0
"7424","ASV10373"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__UBA4486"," f__UBA4486"," g__UBA7359",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"7425","ASV10375"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UBA9629"," f__UBA9629"," g__UBA9645",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7426","ASV10376"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Ga0077536"," f__Ga0077536"," g__UBA981",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7427","ASV10378"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UBA1558"," f__GWA2-36-10"," g__UM-FILTER-36-13",0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0
"7428","ASV10380"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Gallionellaceae"," g__VIKH01",0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,9,2,0,0
"7429","ASV10381"," d__Bacteria"," p__Chloroflexota"," c__UBA11872"," o__VXOZ01"," f__VXOZ01"," g__VXOZ01",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"7430","ASV10385"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Velocimicrobium",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0
"7431","ASV10386"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Verticiella",0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"7432","ASV10389"," d__Bacteria"," p__Bacteroidota"," c__Kapaibacteriia"," o__Kapaibacteriales"," f__WFXC01"," g__WFXC01",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"7433","ASV10392"," d__Bacteria"," p__Patescibacteria"," c__WWE3"," o__UBA101185"," f__UBA10185"," g__WJKK01",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0
"7434","ASV10393"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__UBA1222"," g__WRNP01",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,3,1
"7435","ASV10394"," d__Archaea"," p__Hadarchaeota"," c__Hadarchaeia"," o__Hadarchaeales"," f__WYZ-LMO6"," g__WYZ-LMO6",0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,1,1,0,0,0
"7436","ASV10396"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Mycobacteriales"," f__Mycobacteriaceae"," g__Williamsia",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"7437","ASV10397"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Yoonia",0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,2,0,0,0,1,0,0
"7438","ASV10398"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Spongiibacteraceae"," g__Zhongshania",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7439","ASV10400"," d__Bacteria"," p__Zixibacteria"," c__MSB-5A5"," o__GN15"," o__GN15"," o__GN15",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
"7440","ASV10401"," d__Bacteria"," p__Myxococcota"," c__UBA9042"," o__PHBI01"," o__PHBI01"," o__PHBI01",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7441","ASV10402"," d__Archaea"," p__Thermoproteota"," c__Thermoprotei_A"," o__Sulfolobales"," o__Sulfolobales"," o__Sulfolobales",0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"7442","ASV10403"," d__Bacteria"," p__Desulfobacterota_G"," c__Syntrophorhabdia"," o__Syntrophorhabdales"," o__Syntrophorhabdales"," o__Syntrophorhabdales",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0
"7443","ASV10406"," d__Bacteria"," p__Desulfobacterota"," c__Syntrophia"," c__Syntrophia"," c__Syntrophia"," c__Syntrophia",0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0
"7444","ASV10407"," d__Bacteria"," p__Bacillota_H"," c__UBA994"," c__UBA994"," c__UBA994"," c__UBA994",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7445","ASV10408"," d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," o__Sedimentisphaerales"," f__Anaerohalosphaeraceae"," f__Anaerohalosphaeraceae",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,6,5,0
"7446","ASV10409"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__J036"," f__Brachytrichaceae"," f__Brachytrichaceae",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"7447","ASV10410"," d__Bacteria"," p__Hydrogenedentota"," c__Hydrogenedentia"," o__Hydrogenedentiales"," f__CAITNO01"," f__CAITNO01",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"7448","ASV10412"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Saccharofermentanales"," f__UBA5734"," f__UBA5734",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,1,1,0,5,1
"7449","ASV10414"," d__Bacteria"," p__Bacillota_H"," c__UBA994"," o__UBA994"," f__UBA994"," f__UBA994",0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,3,0,0,0,0,0,12,0
"7450","ASV10417"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Achromobacter",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"7451","ASV10420"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Rhodocyclaceae"," g__Azoarcus_F",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0
"7452","ASV10422"," d__Bacteria"," p__Verrucomicrobiota"," c__Kiritimatiellia"," o__PWTM01"," f__PWTM01"," g__CAACVY01",0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,4,0,0,0
"7453","ASV10424"," d__Bacteria"," p__Desulfobacterota_G"," c__Syntrophorhabdia"," o__Syntrophorhabdales"," f__Syntrophorhabdaceae"," g__CAIJOT01",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"7454","ASV10428"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__CAIWKO01"," g__CAIWKO01",0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0
"7455","ASV10430"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__Anaerolineaceae"," g__CALESS01",0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7456","ASV10431"," d__Bacteria"," p__Verrucomicrobiota"," c__Kiritimatiellia"," o__PWTM01"," f__PWTM01"," g__CALGXT01",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0
"7457","ASV10432"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__GIF9"," f__UBA5620"," g__CALJTV01",0,0,0,0,0,0,0,0,0,0,1,1,1,9,0,1,0,0,1,0,0,2,0,0,0
"7458","ASV10433"," d__Bacteria"," p__Verrucomicrobiota"," c__Kiritimatiellia"," o__CAIVKH01"," f__CAIVKH01"," g__CALMUP01",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0
"7459","ASV10434"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__CALZJG01"," f__CALZJG01"," g__CALZJG01",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"7460","ASV10445"," d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Fannyhessea",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"7461","ASV10446"," d__Archaea"," p__Thermoproteota"," c__Bathyarchaeia"," o__Bathyarchaeales"," f__Bathyarchaeaceae"," g__GCA-020348365",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"7462","ASV10450"," d__Bacteria"," p__Deinococcota"," c__Deinococci"," o__Deinococcales"," f__JAAFIG01"," g__JAAFIG01",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7463","ASV10452"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__Anaerolineaceae"," g__JABLXM01",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"7464","ASV10458"," d__Archaea"," p__Halobacteriota"," c__Methanomicrobia"," o__Methanomicrobiales"," f__Methanospirillaceae"," g__JAFGOM01",0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"7465","ASV10462"," d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Anaerosomatales"," f__UBA912"," g__JAGXSC01",0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"7466","ASV10465"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__Anaerolineaceae"," g__JAIWNK01",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"7467","ASV10467"," d__Bacteria"," p__Chloroflexota"," c__FW602-bin22"," o__FW602-bin22"," f__JAMCYS01"," g__JAJZQK01",0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,1,1,0,0,0
"7468","ASV10469"," d__Bacteria"," p__Bacteroidota"," c__Kapaibacteriia"," o__Kapaibacteriales"," f__UBA2268"," g__JAKIZN01",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0
"7469","ASV10470"," d__Bacteria"," p__Spirochaetota"," c__UBA4802"," o__UBA4802"," f__UBA5550"," g__JAKLIV01",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7470","ASV10474"," d__Bacteria"," p__Desulfobacterota"," c__Syntrophia"," o__Syntrophales"," f__JADFWA01"," g__JAUWNZ01",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"7471","ASV10476"," d__Bacteria"," p__Bdellovibrionota"," c__Bacteriovoracia"," o__Bacteriovoracales"," f__Bacteriovoracaceae"," g__M0603",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"7472","ASV10480"," d__Archaea"," p__Halobacteriota"," c__Syntropharchaeia"," o__Alkanophagales"," f__Methanospirareceae"," g__Methanospirare",0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,3,0,0,0,0,0,0
"7473","ASV10481"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Methylococcales"," f__Methylomonadaceae"," g__Methylotuvimicrobium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"7474","ASV10482"," d__Bacteria"," p__Acidobacteriota"," c__Polarisedimenticolia"," o__Polarisedimenticolales"," f__Polarisedimenticolaceae"," g__Mor1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"7475","ASV10486"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__Anaerolineaceae"," g__Ornatilinea",0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0
"7476","ASV10488"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__UBA7960"," g__PWND01",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,11,0,1,0,1,0
"7477","ASV10489"," d__Bacteria"," p__Verrucomicrobiota"," c__Kiritimatiellia"," o__CAIKKV01"," f__PXCX01"," g__PXCX01",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7478","ASV10492"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Weeksellaceae"," g__Profundicola",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7479","ASV10495"," d__Bacteria"," p__Bacillota_D"," c__Dethiobacteria"," o__DTU022"," f__DTU022"," g__SKPH01",0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"7480","ASV10500"," d__Bacteria"," p__Cloacimonadota"," c__Cloacimonadia"," o__Cloacimonadales"," f__Cloacimonadaceae"," g__Syntrophosphaera",0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,2,0,4,3,0,0,0,0
"7481","ASV10501"," d__Bacteria"," p__Caldisericota"," c__Caldisericia"," o__UBA6126"," f__UBA6126"," g__T3SED10-260",0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,6,0,0,0,5,2
"7482","ASV10502"," d__Archaea"," p__Thermoproteota"," c__Nitrososphaeria"," o__Nitrososphaerales"," f__Nitrososphaeraceae"," g__TH1177",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"7483","ASV10503"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__Anaerolineaceae"," g__UBA4782",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"7484","ASV10504"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__UBA4823"," g__UBA4823",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"7485","ASV10505"," d__Bacteria"," p__Cloacimonadota"," c__Cloacimonadia"," o__Cloacimonadales"," f__Cloacimonadaceae"," g__UBA5456",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"7486","ASV10507"," d__Bacteria"," p__Patescibacteria"," c__JAEDAM01"," o__Absconditabacterales"," f__Absconditicoccaceae"," g__UBA6263",0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,0,0,0,0,0,0,0,0,0
"7487","ASV10508"," d__Archaea"," p__Thermoplasmatota"," c__Thermoplasmata"," o__Methanomassiliicoccales"," f__Methanomethylophilaceae"," g__UBA71",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"7488","ASV10513"," d__Bacteria"," p__Bacillota_H"," c__UBA994"," o__UBA994"," f__UBA994"," g__UBA994",0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,7,0,0,0,0,0,6,2
"7489","ASV10520"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__UBA1222"," g__WRNG01",0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,0,0,0,4,10,0,1,0
"7490","ASV10522"," d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Lactobacillales"," o__Lactobacillales"," o__Lactobacillales",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"7491","ASV10526"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__B26-G9"," f__B26-G9"," f__B26-G9",0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,0
"7492","ASV10527"," d__Bacteria"," p__Nitrospirota"," c__Thermodesulfovibrionia"," o__UBA6902"," f__BMS3Bbin08"," f__BMS3Bbin08",0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,0
"7493","ASV10529"," d__Bacteria"," p__Chloroflexota"," c__FW602-bin22"," o__FW602-bin22"," f__CADDYW01"," f__CADDYW01",0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,3,0,0,8,1,0,0
"7494","ASV10533"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," f__Clostridiaceae",0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
"7495","ASV10536"," d__Bacteria"," p__Myxococcota"," c__Polyangia"," o__Polyangiales"," f__Ga0077539"," f__Ga0077539",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"7496","ASV10537"," d__Bacteria"," p__Electryoneota"," c__AABM5-125-24"," o__Hatepunaeales"," f__Hatepunaeaceae"," f__Hatepunaeaceae",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,4,1,0,0
"7497","ASV10542"," d__Bacteria"," p__Chloroflexota"," c__Ktedonobacteria"," o__Ktedonobacterales"," f__Ktedonobacteraceae"," f__Ktedonobacteraceae",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
"7498","ASV10543"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Chromatiales"," f__Sedimenticolaceae"," f__Sedimenticolaceae",0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0
"7499","ASV10548"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UBA2196"," f__UBA2196"," f__UBA2196",0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0
