"","ASVs","Domain","Phylum","Class","Order","Family","Genus","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"112","ASV125"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__UBA9933"," f__UBA9933",5,10,8,2,0,2,0,18,4,22,0,2,5,7,1,32,0,0,1,0,5,9,0,13,2
"113","ASV126"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9983"," f__UBA9983"," f__UBA9983",6,0,0,0,0,0,0,2,2,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
"114","ASV127"," d__Bacteria"," p__Patescibacteria"," c__Gracilibacteria"," o__UM-FILTER-43-11"," f__UM-FILTER-43-11"," f__UM-FILTER-43-11",4,0,6,0,0,0,0,0,3,0,0,1,0,0,1,7,0,0,0,0,0,5,1,0,0
"115","ASV128"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Verrucomicrobiales"," f__Verrucomicrobiaceae"," f__Verrucomicrobiaceae",1,0,0,1,0,10,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","ASV129"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Vicingaceae"," f__Vicingaceae",1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
"117","ASV130"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Xanthobacteraceae"," f__Xanthobacteraceae",4,2,143,63,2,8,7,222,37,747,0,164,0,0,2,36,487,0,149,0,63,71,148,5,67
"118","ASV131"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Xanthomonadales"," f__Xanthomonadaceae"," f__Xanthomonadaceae",6,0,1,0,12,0,0,22,0,7,0,3,5,2,0,9,4,0,6,6,27,1,88,9,0
"119","ASV132"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__JABMNX01"," g__1-14-0-10-49-17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,5,0,0
"120","ASV133"," d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__UBA2999"," g__12-FULL-67-14b",3,0,81,701,0,4,1,195,35,879,0,108,0,27,17,9,0,0,55,0,3,566,49,0,0
"121","ASV134"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__2-02-FULL-40-12"," f__GWA2-44-9"," g__2-01-FULL-41-26",1,0,286,4,0,0,0,6,7,0,0,4,0,72,10,116,0,0,1,0,7,4920,0,1,0
"122","ASV135"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__Staskawiczbacteraceae"," g__2-02-FULL-34-10",1,0,31,0,0,0,0,1,2,0,0,0,0,1,2,5,0,0,0,0,0,54,1,0,0
"123","ASV136"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA10092"," f__UBA10092"," g__2-02-FULL-45-18",2,0,63,2,0,0,0,1,1,5,0,1,0,2,0,16,0,0,0,0,1,4,0,0,1
"124","ASV137"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__SG8-39"," g__2-02-FULL-63-19",1,0,15,1,0,0,0,1,0,0,0,0,0,0,2,188,0,0,0,0,0,148,13,0,0
"125","ASV138"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__SG8-39"," g__2-12-FULL-64-23",11,0,18,17,0,1,0,114,56,3,0,36,0,1,43,301,0,0,0,0,2,487,230,0,1
"126","ASV139"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Tissierellales"," f__Dethiosulfatibacteraceae"," g__38-11",3,1,0,0,189,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,0,1,0,108,0
"127","ASV140"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Gallionellaceae"," g__39-52-133",3,0,0,1,1,0,0,3,102,2,0,2,1,0,18,5,0,1,2,0,0,1,7,0,2
"128","ASV141"," d__Archaea"," p__Thermoproteota"," c__Bathyarchaeia"," o__40CM-2-53-6"," f__40CM-2-53-6"," g__40CM-2-53-6",20,36,18,13,28,2,21,33,15,20,0,33,9,19,28,64,5,2,28,1,12,38,12,360,7
"129","ASV142"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Xanthomonadales"," f__Rhodanobacteraceae"," g__66-474",2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"130","ASV143"," d__Bacteria"," p__Actinomycetota"," c__Thermoleophilia"," o__Solirubrobacterales"," f__70-9"," g__67-14",5,0,3,20,1,1,0,9,4,1,0,9,0,6,0,25,1,1,8,0,5,6,2,3,0
"131","ASV144"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Microbacteriaceae"," g__73-13",5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","ASV145"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__GIF9"," f__UBA5620"," g__9FT-COMBO-48-23",6,35,2,2,0,8,2,6,2,13,0,15,2,100,1,2,0,1,14,1,83,9,3,0,69
"133","ASV146"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__AC-25"," g__AC-25",1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","ASV147"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__ARS1013"," g__ARS1013",1,0,0,0,0,0,0,3,0,3,0,1,0,15,0,8,0,0,2,0,2,11,1,1,0
"135","ASV148"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__Microtrichaceae"," g__AWTP1-35",3,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
"136","ASV149"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Eubacteriales"," f__Eubacteriaceae"," g__Acetobacterium",1,0,0,70,28,0,0,10,0,0,0,2,0,11,96,0,0,2,27,7,1,0,0,375,0
"137","ASV150"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Zapsychrales"," f__Aceulaceae"," g__Aceula",2,0,4,0,0,1,0,0,0,0,0,3,1,17,0,3,0,0,1,0,0,8,0,0,0
"138","ASV151"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Peptostreptococcales"," f__Acidaminobacteraceae"," g__Acidaminobacter",1,6,0,0,13,0,0,2,0,0,0,1,0,10,2,0,0,0,4,0,0,1,0,246,0
"139","ASV153"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Acidovorax",8,11,3,101,2,49,41,3,5,7,0,796,3,10,18,4,30,5,33,1,5,81,19,24,70
"140","ASV154"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Moraxellaceae"," g__Acinetobacter",4,0,1,0,0,0,0,1,0,1,0,1,0,1,0,3,0,4,0,1,8,1,87,21,1
"141","ASV155"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Cellulomonadaceae"," g__Actinotalea",12,0,0,4,4,0,0,0,1,0,0,0,0,1,29,0,0,1,6,0,0,0,7,16,5
"142","ASV157"," d__Bacteria"," p__Fermentibacterota"," c__Fermentibacteria"," o__Fermentibacterales"," f__Fermentibacteraceae"," g__Aegiribacteria",1,0,1,1,1,0,0,0,0,0,0,2,0,8,1,1,0,0,0,0,0,1,0,1,0
"143","ASV158"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Propionibacteriales"," f__Nocardioidaceae"," g__Aeromicrobium",3,0,3,2,0,0,0,5,1,0,0,0,0,0,0,3,30,0,4,0,13,6,176,3,3
"144","ASV159"," d__Archaea"," p__Thermoproteota"," c__Thermoprotei_A"," o__Sulfolobales"," f__Acidilobaceae"," g__Aeropyrum",3,0,2,1,0,1,2,0,1,2,1,1,0,0,1,3,0,0,0,0,2,0,0,1,0
"145","ASV160"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Xanthobacteraceae"," g__Afipia",1,0,79,36,1,2,0,18,2,3,0,18,0,0,1,4,14,0,247,0,11,3,27,1,24
"146","ASV162"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Microbacteriaceae"," g__Agrococcus",4,0,0,9,1,4,0,8,2,1,0,0,0,0,1,0,0,0,1,0,0,2,35,0,0
"147","ASV163"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Microbacteriaceae"," g__Agromyces",3,0,0,1,3,0,0,1,2,0,0,4,0,0,1,1,2,0,16,1,1,0,6,0,0
"148","ASV164"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Albidovulum",1,0,0,0,0,0,0,2,2,0,0,1,0,1,2,2,2,3,1,1,0,0,0,8,0
"149","ASV165"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Xanthomonadales"," f__Xanthomonadaceae"," g__Alcalisalibacterium",2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,0,0,22,0
"150","ASV166"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Cytophagales"," f__Cyclobacteriaceae"," g__Algoriphagus",3,0,0,5,798,54,300,1,9,5,0,1284,3,3,0,18,61,63,393,3,0,0,3,34,99
"151","ASV167"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Amaricoccus",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0
"152","ASV168"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Microbacteriaceae"," g__Amnibacterium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
"153","ASV170"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Eubacteriales"," f__Anaerofustaceae"," g__Anaerofustis",1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"154","ASV171"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__Anaerolineaceae"," g__Anaerolinea",1,1,0,1,0,0,0,4,0,2,0,1,1,1,1,0,0,0,7,0,5,12,0,0,0
"155","ASV172"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Peptostreptococcales"," f__Thermotaleaceae"," g__Anaerosolibacter",1,0,1,1,0,0,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,5,5,1,0
"156","ASV173"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Sphingobacteriales"," f__Sphingobacteriaceae"," g__Anseongella",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"157","ASV174"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Aquabacterium_A",2,2,7,1,2,0,3,2,1,7,0,16,1,0,0,3,1,3,5,0,267,50,214,0,9
"158","ASV175"," d__Bacteria"," p__Actinomycetota"," c__Aquicultoria"," o__Aquicultorales"," f__Aquicultoraceae"," g__Aquicultor",601,0,1,67,1,0,0,4,2,12,0,0,1,5,0,0,0,28,0,0,0,0,0,0,0
"159","ASV177"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__Iamiaceae"," g__Aquihabitans",1,0,0,1,0,0,0,2,0,2,1,0,0,0,0,2,0,0,2,0,1,1,1,1,0
"160","ASV178"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Xanthomonadales"," f__Xanthomonadaceae"," g__Aquimonas",21,0,0,0,34,0,1,0,2,2,0,4,0,0,3,0,4,7,0,3,0,0,0,7,0
"161","ASV179"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Propionibacteriales"," f__Propionibacteriaceae"," g__Arachnia",3,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2,3,0,4,0,0,0,1,0,1
"162","ASV180"," d__Archaea"," p__Halobacteriota"," c__Archaeoglobi"," o__Archaeoglobales"," f__Archaeoglobaceae"," g__Archaeoglobus_A",1,2,3,0,0,0,0,0,0,0,0,0,2,5,0,7,0,0,1,0,4,18,5,0,0
"163","ASV181"," d__Archaea"," p__Halobacteriota"," c__Archaeoglobi"," o__Archaeoglobales"," f__Archaeoglobaceae"," g__Archaeoglobus_B",2,0,13,1,0,0,1,0,2,0,0,1,1,8,2,10,0,0,0,0,1,29,4,0,0
"164","ASV182"," d__Bacteria"," p__Myxococcota"," c__Myxococcia"," o__Myxococcales"," f__Myxococcaceae"," g__Archangium_A",1445,0,0,375,7,0,0,1366,5,10,0,1210,0,0,0,1,0,0,6,0,0,13,12,0,0
"165","ASV183"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Verrucomicrobiales"," f__DEV007"," g__Arctic95D-9",1,0,6,0,11,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0,0
"166","ASV184"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Xanthomonadales"," f__Xanthomonadaceae"," g__Arenimonas",1,0,15,0,1,1,0,2,1,1,0,1,0,0,2,7,2,0,1,0,73,3,31,1,0
"167","ASV185"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Micrococcaceae"," g__Arthrobacter",1,0,2,2,4,0,1,3,0,1,0,0,0,0,0,0,0,2,6,0,22,136,196,2,0
"168","ASV186"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Caulobacterales"," f__Caulobacteraceae"," g__Asticcacaulis",1,0,1,9,0,0,0,64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"169","ASV190"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Rhodocyclaceae"," g__Azonexus",11,0,4,229,690,0,9,21,1,7,6,90,2,8,501,2,1,2,96,0,10,7,7,47,1
"170","ASV191"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__NS11-12g"," f__UKL13-3"," g__B1",72,220,0,0,3,0,0,1,1554,0,0,0,2,0,0,1,12,0,3,0,2,0,23,1,2
"171","ASV192"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__UBA11858"," g__B10-G9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2
"172","ASV193"," d__Archaea"," p__Thermoproteota"," c__Thermoprotei"," o__Thermofilales"," f__B15-G2"," g__B15-G2",1,0,0,1,0,1,5,0,1,1,0,1,0,1,0,0,0,0,1,0,43,11,21,0,0
"173","ASV196"," d__Archaea"," p__EX4484-52"," c__EX4484-52"," o__EX4484-52"," f__B79-G9"," g__B79-G9",2,0,5,0,0,0,2,0,5,0,0,0,0,0,5,5,2,0,0,0,0,9,6,2,0
"174","ASV197"," d__Archaea"," p__Thermoplasmatota"," c__E2"," o__DHVEG-1"," f__DHVEG-1"," g__B82-G9",1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,2,0,1,6,1,0,0
"175","ASV198"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Methylophilaceae"," g__BACL14",2,0,0,0,0,1,0,0,0,1,1,2,2,1,1,0,0,1,0,0,4,0,1,0,2
"176","ASV202"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__BNZN01",1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"177","ASV204"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__BPJB01",1,0,9,1,0,0,0,0,4,0,0,0,0,2,1,43,0,0,0,0,0,49,2,0,0
"178","ASV206"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__SZUA-161"," f__SpSt-899"," g__BS503",2,0,2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,3,1,0,0
"179","ASV207"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__BS750m-G15",1,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,1,0,2,1,0,0,0
"180","ASV208"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__BS750m-G39"," g__BS750m-G39",1,0,2,0,0,0,1,0,0,0,0,0,0,9,0,2,0,0,0,0,2,3,2,3,1
"181","ASV209"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__RBG-13-42-11"," g__BS750m-G71",1,17,3,0,3,12,1,14,1,60,0,0,1,1,0,18,0,1,0,0,20,21,0,0,4
"182","ASV210"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__BS750m-G77",1,0,0,0,0,0,0,0,1,0,0,0,0,9,4,0,0,0,0,0,0,1,0,0,0
"183","ASV211"," d__Bacteria"," p__Bacteroidota"," c__UBA10030"," o__UBA10030"," f__BY39"," g__BY39",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,1,2
"184","ASV212"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__UBA932"," g__Bact-08",92,2,2,127,772,0,6,0,0,0,48,3,1,25,0,0,0,16,75,34,46,0,0,309,12
"185","ASV214"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Kaistiaceae"," g__Bauldia",2,0,0,0,0,1,0,5,0,0,0,7,0,1,2,14,1,1,3,1,4,2,0,0,0
"186","ASV215"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales_A"," f__Azotimanducaceae"," g__Bin55",1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,3,0,1,0
"187","ASV216"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Xanthobacteraceae"," g__Blastochloris",2,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0
"188","ASV217"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales_B"," f__Blattabacteriaceae"," g__Blattabacterium",1,0,1,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","ASV218"," d__Archaea"," p__Halobacteriota"," c__Bog-38"," o__Bog-38"," f__Bog-38"," g__Bog-38",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,4,2,0,0,0
"190","ASV220"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Beijerinckiaceae"," g__Bosea",2,1,0,353,730,101,0,58,0,18,1,216,1,0,22,6,48,0,14,0,3,4,0,34,51
"191","ASV221"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Brachymonas",1,0,0,3,0,0,0,1,2,1,1,3,1,0,0,0,0,0,2,0,1,2,1,1,2
"192","ASV222"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Xanthobacteraceae"," g__Bradyrhizobium",18,1,309,351,1,5,32,590,119,1900,0,588,0,6,2,10,522,1,281,0,472,85,445,0,422
"193","ASV223"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Caulobacterales"," f__Caulobacteraceae"," g__Brevundimonas",699,5,1249,890,597,412,131,2377,83,705,6,577,2,11,117,302,136,86,295,15,98,8,113,861,199
"194","ASV224"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Burkholderia",1,0,3,0,2,0,0,0,0,7,1,3,1,0,1,0,0,0,3,0,1,3,1,0,1
"195","ASV225"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__UBA2103"," g__C7867-001",102,1,298,38,157,1,1,60,1302,4,0,29,1,0,290,6003,0,2,18,0,52,18329,1230,16,29
"196","ASV226"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Methylophilaceae"," g__CABHOJ01",6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,2,0,2,0,0,0,0,0
"197","ASV227"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__CABMGO01",1,0,4,0,0,0,0,0,1,0,0,1,0,2,0,13,0,0,0,0,2,1,0,0,0
"198","ASV229"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__AC-14"," g__CADCTB01",7,1,1,1,0,0,0,197,0,7,0,0,0,7,0,3,0,0,0,0,0,0,5,0,0
"199","ASV230"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Oscillospirales"," f__Acutalibacteraceae"," g__CAG-557",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0
"200","ASV231"," d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Treponematales"," f__Rectinemataceae"," g__CAIJMU01",1,4,0,2,0,0,0,0,0,0,0,5,0,0,18,0,0,1,4,0,0,0,0,0,0
"201","ASV232"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__CAIKUF01",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,6,1,0,0
"202","ASV233"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__CAIKVZ01",1,0,0,2,0,0,0,0,9,0,0,0,0,0,1,0,14,0,0,0,1,74,9,0,12
"203","ASV234"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__CAIKXV01"," g__CAIKXV01",1,0,2,0,0,0,1,0,0,1,0,4,0,0,3,1,0,0,0,0,0,0,0,0,11
"204","ASV235"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Methylophilaceae"," g__CAILHX01",1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0
"205","ASV236"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__UBA5633"," g__CAIMDX01",1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,5,1,0,0
"206","ASV237"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__CG2-30-32-10"," g__CAINEZ01",3,1,0,3,0,0,0,0,5,5,0,4,0,15,1,0,0,0,11,0,11,7,4,6,1
"207","ASV238"," d__Bacteria"," p__Patescibacteria"," c__UBA1384"," o__XYA2-FULL-43-10"," f__CAINNR01"," g__CAINNR01",1,0,1,0,0,0,0,1,15,1,0,0,0,0,0,18,0,0,2,0,0,10,3,48,2
"208","ASV240"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Acetobacterales"," f__Acetobacteraceae"," g__CAIRTN01",1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"209","ASV241"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__CAISIP01",11,1,0,14,0,0,5,13,5,12,1,21,0,0,3,0,3,0,8,0,2,93,46,1,124
"210","ASV242"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__2-02-FULL-40-12"," f__IGHO2-01-FULL-4-A"," g__CAIUCV01",2,1,19,2,1,0,0,6,76,5,0,105,0,93,11,27,0,0,20,0,19,75,0,0,2
"211","ASV243"," d__Bacteria"," p__Zixibacteria"," c__MSB-5A5"," o__MSB-5A5"," f__SM1-73"," g__CAIVRH01",4,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
"212","ASV244"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__SG8-24"," f__2-12-FULL-60-25"," g__CAIXDN01",1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0
"213","ASV246"," d__Bacteria"," p__Actinomycetota"," c__Thermoleophilia"," o__UBA2241"," f__UBA2241"," g__CAIXSE01",14,6,0,91,25,0,0,106,3,40,5,10,2,16,26,3,0,3,64,0,45,23,37,8,2
"214","ASV247"," d__Bacteria"," p__Chloroflexota"," c__Limnocylindria"," o__Limnocylindrales"," f__CSP1-4"," g__CAIXZV01",2,0,1,4,2,0,1,188,9,91,0,3,5,12,5,9,1,0,14,0,7,20,77,0,0
"215","ASV248"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Acetobacterales"," f__Acetobacteraceae"," g__CAIYPH01",1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"216","ASV249"," d__Bacteria"," p__Chloroflexota"," c__Limnocylindria"," o__Limnocylindrales"," f__CSP1-4"," g__CAIYQJ01",1,0,1,2,0,0,0,10,0,2,0,0,0,2,0,15,0,0,1,0,0,1,4,0,0
"217","ASV250"," d__Bacteria"," p__Hydrogenedentota"," c__Hydrogenedentia"," o__Hydrogenedentiales"," f__CAIZGN01"," g__CAIZGN01",3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"218","ASV251"," d__Bacteria"," p__Myxococcota"," c__UBA9042"," o__DTJE01"," f__DTJE01"," g__CAIZWN01",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"219","ASV252"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__UBA9933"," g__CAJVXI01",7,8,5,1,0,4,0,32,2,23,0,2,4,9,5,7,0,1,0,0,5,10,0,0,4
"220","ASV253"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__SG8-41"," g__CAKKQX01",289,1,32,1,0,0,0,11,54,118,0,64,0,3,1,6,0,0,0,0,0,23,6,0,1
"221","ASV255"," d__Bacteria"," p__Gemmatimonadota"," c__Gemmatimonadetes"," o__Longimicrobiales"," f__RSA9"," g__CALBZE01",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"222","ASV256"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Zapsychrales"," f__Aceulaceae"," g__CALGLP01",10,2,2,0,0,2,0,5,0,0,0,0,0,35,5,1,0,0,0,0,1,0,2,0,0
