"","DMO-GOWN-C1-20200316","DMO-GOWN-C10-20200316","DMO-GOWN-C12-20200316","DMO-GOWN-C13-20200316","DMO-GOWN-C15-20200316","DMO-GOWN-C17-20200316","DMO-GOWN-C18-20200316","DMO-GOWN-C19-20200316","DMO-GOWN-C20-20200316","DMO-GOWN-C21-20200316","DMO-GOWN-C24-20200316","DMO-GOWN-C3-20200316","DMO-GOWN-C4-20200316","DMO-GOWN-C5-20200316","DMO-GOWN-C8-20200316","DMO-GOWN-C9-20200316","DMO-GOWN-E1-20200316","DMO-GOWN-E10-20200316","DMO-GOWN-E14-20200316","DMO-GOWN-E19-20200316","DMO-GOWN-E2-20200316","DMO-GOWN-E21-20200316","DMO-GOWN-E23-20200316","DMO-GOWN-E6-20200316","DMO-GOWN-E9-20200316","MDI-GOWN-C1-20200316","MDI-GOWN-C10-20200316","MDI-GOWN-C12-20200316","MDI-GOWN-C13-20200316","MDI-GOWN-C15-20200316","MDI-GOWN-C17-20200316","MDI-GOWN-C18-20200316","MDI-GOWN-C19-20200316","MDI-GOWN-C20-20200316","MDI-GOWN-C21-20200316","MDI-GOWN-C24-20200316","MDI-GOWN-C3-20200316","MDI-GOWN-C4-20200316","MDI-GOWN-C5-20200316","MDI-GOWN-C8-20200316","MDI-GOWN-C9-20200316","MDI-GOWN-E1-20200316","MDI-GOWN-E10-20200316","MDI-GOWN-E14-20200316","MDI-GOWN-E19-20200316","MDI-GOWN-E2-20200316","MDI-GOWN-E21-20200316","MDI-GOWN-E23-20200316","MDI-GOWN-E6-20200316","MDI-GOWN-E9-20200316"
"ASV523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ASV524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,0,0,0,114,0,0,57,0,0,0,0,0
"ASV525",0,0,0,0,0,0,0,0,0,8,0,48,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,12,0
"ASV526",98,24,19,47,11,3249,544,4340,37,2606,5,284,22,3197,5102,7,66,181,0,0,2955,3320,920,6602,6511,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,5,0,0
"ASV527",0,0,0,0,0,0,0,347,0,0,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV529",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV530",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV532",0,0,0,217,0,0,0,0,22,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV533",747,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV535",0,0,22,29,0,0,0,0,97,0,0,0,8,0,0,10,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV536",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV537",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV538",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV539",4,0,0,0,0,0,134,28,9,281,0,121,0,320,581,8,0,1419,0,0,0,2384,752,189,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV540",0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV541",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV542",0,0,0,0,0,54,15,170,27,0,0,0,0,0,8,0,0,121,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV543",0,0,0,0,0,0,24,36,0,0,0,0,0,33,0,0,0,71,0,0,0,0,101,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV545",8,75,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,22,538,171,157,0,19,0,6,12,0,0,0,0,0,0,384,0,0,17,0,0,0,28,20,0,361,3123
"ASV546",0,0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV547",0,4028,0,749,107,1477,0,1697,0,0,0,84,0,0,0,141,32,572,0,0,627,0,0,0,0,35,11602,93,10679,880,2306,0,541,0,25,0,502,0,123,0,428,64,2159,22,0,5297,0,0,93,0
"ASV548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0
"ASV549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
"ASV550",0,0,0,0,17,0,6,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,85,0,3,0,0,0,0,0,0,0,15,0
"ASV551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV552",0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,70,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,5561
"ASV555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV556",10,0,0,2,0,0,4,0,0,0,0,0,10,2,0,4,0,0,0,0,0,0,0,0,0,2378,169,49,793,326,1944,649,3598,528,0,9,2596,5,0,0,6414,9,2373,0,0,1252,11,51,905,0
"ASV557",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,61,0
"ASV558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV562",1864,622,0,82,110,1928,5390,2675,91,0,0,1282,1577,0,0,3292,5,1035,0,0,1476,0,65,73,0,4368,1588,101,810,320,3620,7701,4317,309,30,0,6025,5699,16,0,4681,114,1840,0,0,3205,12,155,522,0
"ASV563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV564",0,0,0,0,0,0,0,0,0,39,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,27,0,0,178,22,0,108,56,35,0,0,0,0,0,0,0,0,0,0
"ASV565",0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,257,0,0,0,3,0,0,0,0,0,0,0,0,0,254,0
"ASV566",0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV568",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV569",0,0,110,107,26,0,35,13,140,9,79,0,23,0,0,0,0,10,146,57,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV570",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,90,0,0,24,0,0,0,0,0,11,0,0,0,44,0
"ASV571",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV574",0,0,0,0,0,0,0,0,21,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV576",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV577",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV578",0,37,0,0,432,29,10,0,31,0,90,1431,5,155,0,783,0,0,0,20,0,0,0,234,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
"ASV579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV580",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV581",29,0,0,0,53,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,61,381,0,0,0,244,0,0,0,0,0,0,0,0,15,0,83,0,60,0,0,21
"ASV582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"ASV584",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,0,6,0,0,0,0,0,27,0,0,0,0,0,0
"ASV586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV587",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV588",0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,138,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,71,0,0
"ASV589",471,624,0,362,0,0,0,0,0,0,0,171,0,0,0,0,12,0,0,13,0,0,0,0,0,571,161,0,832,0,0,0,0,0,0,13,35,0,4,3,0,0,0,0,8,0,0,0,12,0
"ASV590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ASV595",0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"ASV596",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV598",0,0,0,0,0,0,0,0,0,25,54,0,11,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV599",423,0,4,18,364,0,93,0,180,0,0,0,0,127,0,0,0,0,0,23,0,0,654,73,0,4859,0,146,135,1210,0,456,0,551,0,0,0,0,1351,0,0,0,0,0,26,0,0,1065,706,0
"ASV600",0,0,0,0,0,0,0,0,0,0,174,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV601",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV602",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0
"ASV604",0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV606",124,0,62,42,174,0,27,0,12,0,0,0,0,14,0,0,0,0,6,201,0,0,25,45,0,135,0,23,11,116,0,40,0,20,2,0,0,9,29,0,0,0,2,22,49,0,0,7,66,0
"ASV607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
"ASV608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0
"ASV609",4,0,0,0,7,5,0,0,0,0,74,0,0,0,0,7,54,0,0,85,0,0,77,0,0,0,0,20,0,0,0,0,0,0,0,111,0,0,0,0,0,48,0,0,17,0,0,21,0,0
"ASV610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV611",0,0,0,23,0,0,25,0,0,25,0,2158,0,92,0,34,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,22,0,0,36,0,976,63,166,0,0,0,0,0,0,0,0,0,0,0
"ASV612",0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV613",0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV614",0,0,40,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,47,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"ASV615",0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV616",0,0,118,152,0,0,0,0,0,0,4,0,0,6,0,0,0,66,0,6,0,0,0,0,0,0,0,87,60,0,0,0,0,0,0,9,0,0,10,0,0,0,7,0,0,0,0,0,0,0
"ASV617",94,7,29,0,37,193,0,36,0,0,0,0,0,31,24,43,0,63,3,50,96,209,139,227,174,74,0,59,0,0,16,0,0,11,0,0,3,0,43,19,12,0,27,0,0,23,102,7,367,92
"ASV618",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,0,0,0
"ASV620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV621",648,2,8,0,46,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,0,0,6,0,0,88,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV623",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV624",0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV625",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV626",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,8,0,0,0
"ASV628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
"ASV629",0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,65,1,2,52,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,41,0,0,0,0,0,0,0,0
"ASV630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV631",580,0,110,0,0,0,173,0,12,0,0,7,0,47,39,0,0,0,0,0,0,0,0,9,0,731,0,257,0,0,0,237,0,11,0,6,0,0,93,103,0,0,0,0,0,0,0,0,38,0
"ASV632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV633",0,0,11,0,7,0,0,0,5,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,48,0,16,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV635",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV636",0,0,0,0,48,0,0,0,0,6,127,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,0,0,0,0,173,0,0,0,0,0,0,0,23,0,0,0,0,0,0
"ASV637",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV638",0,0,0,108,3,0,17,12,136,26,158,6,0,0,0,0,11,23,84,7,0,39,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"ASV641",0,0,0,0,0,0,0,0,0,11,0,0,0,0,18,13,0,0,0,0,249,59,0,0,0,9,0,0,0,0,0,0,0,2,17,0,0,0,0,59,10,2,0,0,0,156,190,0,0,0
"ASV642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV643",29,0,6,0,14,0,3,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,26,0,18,0,0,0,9,5,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0
"ASV644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,8,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
