"","Kingdom","Phylum","Class","Order","Family","Genus","DMO-GOWN-C1-20200316","DMO-GOWN-C10-20200316","DMO-GOWN-C11-20200316","DMO-GOWN-C12-20200316","DMO-GOWN-C13-20200316","DMO-GOWN-C14-20200316","DMO-GOWN-C15-20200316","DMO-GOWN-C16-20200316","DMO-GOWN-C17-20200316","DMO-GOWN-C18-20200316","DMO-GOWN-C19-20200316","DMO-GOWN-C20-20200316","DMO-GOWN-C21-20200316","DMO-GOWN-C24-20200316","DMO-GOWN-C3-20200316","DMO-GOWN-C4-20200316","DMO-GOWN-C5-20200316","DMO-GOWN-C8-20200316","DMO-GOWN-C9-20200316","DMO-GOWN-E1-20200316","DMO-GOWN-E10-20200316","DMO-GOWN-E11-20200316","DMO-GOWN-E12-20200316","DMO-GOWN-E13-20200316","DMO-GOWN-E14-20200316","DMO-GOWN-E15-20200316","DMO-GOWN-E16-20200316","DMO-GOWN-E17-20200316","DMO-GOWN-E18-20200316","DMO-GOWN-E19-20200316","DMO-GOWN-E2-20200316","DMO-GOWN-E20-20200316","DMO-GOWN-E21-20200316","DMO-GOWN-E22-20200316","DMO-GOWN-E23-20200316","DMO-GOWN-E24-20200316","DMO-GOWN-E6-20200316","DMO-GOWN-E9-20200316","MDI-GOWN-C1-20200316","MDI-GOWN-C10-20200316","MDI-GOWN-C11-20200316","MDI-GOWN-C12-20200316","MDI-GOWN-C13-20200316","MDI-GOWN-C14-20200316","MDI-GOWN-C15-20200316","MDI-GOWN-C16-20200316","MDI-GOWN-C17-20200316","MDI-GOWN-C18-20200316","MDI-GOWN-C19-20200316","MDI-GOWN-C20-20200316","MDI-GOWN-C21-20200316","MDI-GOWN-C24-20200316","MDI-GOWN-C3-20200316","MDI-GOWN-C4-20200316","MDI-GOWN-C5-20200316","MDI-GOWN-C8-20200316","MDI-GOWN-C9-20200316","MDI-GOWN-E1-20200316","MDI-GOWN-E10-20200316","MDI-GOWN-E11-20200316","MDI-GOWN-E12-20200316","MDI-GOWN-E13-20200316","MDI-GOWN-E14-20200316","MDI-GOWN-E15-20200316","MDI-GOWN-E16-20200316","MDI-GOWN-E17-20200316","MDI-GOWN-E18-20200316","MDI-GOWN-E19-20200316","MDI-GOWN-E2-20200316","MDI-GOWN-E20-20200316","MDI-GOWN-E21-20200316","MDI-GOWN-E22-20200316","MDI-GOWN-E23-20200316","MDI-GOWN-E24-20200316","MDI-GOWN-E6-20200316","MDI-GOWN-E9-20200316"
"ASV254","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriia","Cyanobacteriia","Cyanobacteriia",0,0,12,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV255","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cypionkella",0,20,29,282,0,0,30,221,0,19,0,0,0,62,0,18,0,0,134,0,0,16,455,58,0,0,0,10,23,132,0,0,0,0,14,0,174,0,0,91,247,503,54,0,30,73,12,12,0,34,0,3923,0,32,0,0,66,0,14,0,355,28,18,29,96,21,17,142,0,0,4007,105,81,0,300,78
"ASV256","Bacteria","Bacillota","D8A-2","D8A-2","D8A-2","D8A-2",0,0,9,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"ASV257","Bacteria","Planctomycetota","Phycisphaerae","DG-20","DG-20","DG-20",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"ASV258","Bacteria","Armatimonadota","DG-56","DG-56","DG-56","DG-56",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"ASV259","Bacteria","DTB120","DTB120","DTB120","DTB120","DTB120",0,0,0,0,0,25,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV260","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Daeguia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV261","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Daejeonella",150,0,0,27,80,12,0,0,0,431,0,0,0,15,0,75,39,125,0,0,0,0,8,0,0,0,7,1,0,19,0,0,2,0,6,0,36,0,124,0,0,98,141,0,0,0,0,634,0,9,0,16,0,115,56,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
"ASV262","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,58,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0
"ASV263","Archaea","Aenigmarchaeota","Deep Sea Euryarchaeotic Group(DSEG)","Deep Sea Euryarchaeotic Group(DSEG)","Deep Sea Euryarchaeotic Group(DSEG)","Deep Sea Euryarchaeotic Group(DSEG)",0,0,0,0,7,99,0,0,0,0,0,0,20,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV264","Bacteria","Deferrisomatota","Deferrisomatia","Deferrisomatales","Deferrisomataceae","Deferrisoma",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV265","Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidales","Dehalococcoidales","Dehalococcoidales",0,0,6,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,17,72,10,0,0,66,37,29,13,0,0,0,0,133,0,79,4,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,24,0,12,17,0
"ASV266","Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidia","Dehalococcoidia","Dehalococcoidia",5,0,3,14,0,213,0,8,0,2,0,225,0,299,4,0,0,0,0,0,34,314,111,0,144,191,288,15,27,43,0,0,0,1782,19,433,4,0,0,0,0,12,0,26,0,0,0,0,0,151,0,138,0,0,2,0,0,0,0,54,55,0,144,145,28,0,6,0,0,0,0,650,0,304,34,0
"ASV267","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Demequinaceae","Demequina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV268","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Denitratisoma",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV269","Bacteria","Desantisbacteria","Desantisbacteria","Desantisbacteria","Desantisbacteria","Desantisbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV270","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfatibacillaceae","Desulfatibacillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV271","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfatiferula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV272","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfatirhabdiaceae","Desulfatirhabdiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV273","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfatirhabdiaceae","Desulfatirhabdium",0,0,69,0,0,0,20,131,0,10,0,32,6,0,8,0,9,0,0,0,5,0,0,0,0,0,78,0,0,0,10,0,0,18,26,78,50,0,0,0,81,29,0,0,0,34,0,13,0,40,18,0,0,0,0,0,0,0,0,0,0,0,11,0,52,0,3,0,0,0,0,22,10,64,94,0
"ASV274","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfatitalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
"ASV275","Bacteria","Bacillota","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV276","Bacteria","Bacillota","Clostridia","Peptococcales","Peptococcaceae","Desulfitispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV277","Bacteria","Bacillota","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriales","Desulfitobacteriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV278","Bacteria","Thermodesulfobacteriota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca",0,0,0,14,19,0,0,0,0,90,10,8,0,0,0,0,0,0,0,0,9,0,4,0,0,121,15,11,12,0,0,0,8,9,32,63,21,0,0,0,0,60,51,0,0,0,0,110,5,13,0,0,0,0,0,0,0,0,0,6,0,0,0,105,0,0,0,0,0,0,40,7,0,68,35,0
"ASV279","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacteraceae",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,17,6,5,0,0,0,65,34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,9,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
"ASV280","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacterales","Desulfobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,70,27,0,0,0,0,0,0,19,0,12,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,14,0,11,44,48,0,0,8,0,0,0,21,0,21,0,0
"ASV281","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"ASV282","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbaceae",0,0,0,25,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,18,14,0,0,14,0,0,0,9,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"ASV283","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbales","Desulfobulbales",0,18,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,32,0,0,0,0,10,0,29,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,8,0,0,0,0,0,0,16,0
"ASV284","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASV285","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsa",24,0,0,23,0,0,0,628,0,14,0,53,9,0,0,0,25,11,0,0,70,10,0,5,0,0,48,72,59,6,0,6,0,0,11,18,975,0,30,0,5,64,0,0,0,164,0,0,0,60,19,0,0,0,39,0,0,0,15,0,0,0,0,0,49,0,29,0,0,14,0,7,7,0,1504,0
"ASV286","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsaceae",0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,53,0,0,0,65,0,0,0,0,0,12,81,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,31,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,0,0,51,0,0
"ASV287","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocastanea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,29,0,0,0,0,0,70,29,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
"ASV288","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfoconvexum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV289","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfolunaceae","Desulfolunaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,104,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV290","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,55,0,0,0,0,24,6,0,5,10,0,0,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,11,0,121,0,0,67,27,0
"ASV291","Bacteria","Thermodesulfobacteriota","Desulfomonilia","Desulfomonilales","Desulfomonilaceae","Desulfomonile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV292","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfonatronaceae","Desulfonatronum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV293","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfonauticaceae","Desulfonauticaceae",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV294","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfoprunum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV295","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulforegulaceae","Desulforegula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV296","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,47,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"ASV297","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfosarcinaceae",5,0,30,7,0,0,12,14,0,35,0,0,17,0,0,0,0,0,0,0,64,8,0,0,0,66,430,106,75,0,0,0,0,0,0,20,0,0,14,0,25,0,0,0,16,0,0,62,0,0,0,0,0,0,14,0,0,0,0,15,16,0,0,103,212,28,45,0,0,0,0,0,0,18,0,0
"ASV298","Bacteria","Bacillota","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",0,0,0,48,0,0,0,4,0,0,0,0,13,8,0,0,36,11,0,0,0,8,5,94,0,16,39,20,17,25,11,0,5,0,0,39,0,0,0,0,0,118,0,0,5,0,0,0,0,0,30,18,0,0,59,0,0,0,0,11,34,87,0,25,38,0,0,11,0,0,10,0,0,77,14,0
"ASV299","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","Desulfurivibrio",0,57,16,9,0,0,0,0,9,0,0,0,82,0,0,0,0,0,0,0,10,0,57,0,0,0,226,16,11,0,0,41,0,44,16,19,14,0,34,20,21,0,0,0,7,0,0,0,0,10,85,0,0,0,0,0,0,0,5,0,45,0,0,0,125,0,4,0,0,75,0,38,0,0,29,0
"ASV300","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","Desulfurivibrionaceae",0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV301","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonadaceae",15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV302","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas",2,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,79,0
"ASV303","Bacteria","Bacillota","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,12,0,7
"ASV304","Bacteria","Bacillota","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacteraceae",0,5,9,0,0,0,7,47,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9,50,0,0,0,0,6,0,0,0,8,15,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,58,0,0
"ASV305","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Dethiosulfatibacteraceae","Dethiosulfatibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0
"ASV306","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia",7,0,0,22,0,0,0,0,0,33,0,0,0,175,0,0,0,3,87,0,0,0,51,12,0,0,0,0,0,111,0,0,0,0,11,11,15,0,0,0,0,0,0,7,0,0,0,0,0,0,10,266,0,0,0,17,0,0,0,0,77,0,0,0,10,0,0,0,0,0,9,0,0,0,28,0
"ASV307","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,31,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV308","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Dietziaceae","Dietzia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,19,0,0,0,0,0
"ASV309","Bacteria","Patescibacteria","Dojkabacteria","Dojkabacteria","Dojkabacteria","Dojkabacteria",0,0,15,0,0,0,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,34,0,0,0,0,9,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
"ASV310","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dokdonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV311","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV312","Bacteria","Chloroflexota","Dehalococcoidia","DscP2","DscP2","DscP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
