"","ASVs","Kingdom","Phylum","Class","Order","Family","Genus","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C24","C3","C4","C5","C8","C9","E1","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19","E2","E20","E21","E22","E23","E24","E6","E9"
"89","ASV48","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","Aggregatilineales","Aggregatilineales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
"90","ASV49","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Agitococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,54,0,0,0,0,0,90,0,0,0,0,0,0,0,0
"91","ASV50","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
"92","ASV51","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Ahniella",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","ASV53","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","ASV54","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",3,29,16,0,0,0,0,0,0,315,0,0,0,19,0,0,0,379,39,65,0,0,0,0,0,0,0,0,0,7,20,0,0,0,42,0,113,0
"95","ASV55","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Idiomarinaceae","Aliidiomarina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","ASV56","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Kangiellaceae","Aliikangiella",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","ASV57","Bacteria","Bacillota","Clostridia","Eubacteriales","Alkalibacteraceae","Alkalibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"98","ASV58","Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Alkalibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,23,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","ASV59","Bacteria","Bacillota","Bacilli","Bacillales","Salisediminibacteriaceae","Alkalicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","ASV60","Bacteria","Pseudomonadota","Alphaproteobacteria","Alphaproteobacteria","Alphaproteobacteria","Alphaproteobacteria",0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"101","ASV62","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Amb-16S-1323","Amb-16S-1323",0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","ASV63","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","Aminicenantaceae","Aminicenans",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,41,0,0,0,94,0,0,0,0,0,0,9,37,0,39,0,0
"103","ASV64","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Aminobacter",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","ASV69","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae",18,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,17,7,0,0,91,0,0,0,0,0,0,0,0,0,0,32,0
"105","ASV70","Bacteria","Chloroflexota","Anaerolineae","Anaerolineae","Anaerolineae","Anaerolineae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0
"106","ASV72","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax",9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
"107","ASV73","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Ancylobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"108","ASV75","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,800,32,0,218,28,0,0,69,480,0,0,0,0,0,0,0,292,0
"109","ASV77","Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","ASV78","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Aquimonas",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","ASV79","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Aquirhabdus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"112","ASV81","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Arenibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","ASV82","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Arenimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","ASV84","Bacteria","Armatimonadota","Armatimonadota","Armatimonadota","Armatimonadota","Armatimonadota",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"115","ASV85","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Arsenicitalea",0,0,0,29,0,0,49,0,0,41,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
"116","ASV87","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","ASV89","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","ASV90","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Aurantimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"119","ASV91","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","ASV93","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","ASV94","Bacteria","Gemmatimonadota","BD2-11 terrestrial group","BD2-11 terrestrial group","BD2-11 terrestrial group","BD2-11 terrestrial group",0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"122","ASV96","Bacteria","BHI80-139","BHI80-139","BHI80-139","BHI80-139","BHI80-139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,11,146,0,38,0,0
"123","ASV97","Bacteria","Myxococcota","Polyangiia","Polyangiales","BIrii41","BIrii41",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"124","ASV98","Bacteria","Nitrospirota","BMS9AB35","BMS9AB35","BMS9AB35","BMS9AB35",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","ASV99","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13",0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,20,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0
"126","ASV100","Bacteria","Candidatus Kryptonia","Kryptonia","Kryptoniales","BSV26","BSV26",21,0,104,50,61,5,0,23,0,0,5,32,0,12,0,0,0,0,0,0,0,0,4,0,0,17,21,0,0,0,0,0,0,22,0,158,0,0
"127","ASV101","Bacteria","Ignavibacteriota","Ignavibacteria","Ignavibacteriales","BSV40","BSV40",0,0,0,63,19,0,0,0,0,58,0,0,0,11,0,0,31,0,0,0,0,0,0,0,0,0,23,0,0,10,0,0,0,7,0,0,0,0
"128","ASV102","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae","Babeliaceae",0,0,5,4,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","ASV103","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales","Babeliales",0,0,0,0,0,6,0,0,0,0,0,0,0,75,0,56,0,20,0,0,0,0,17,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"130","ASV105","Bacteria","Bacillota","Bacillota","Bacillota","Bacillota","Bacillota",0,0,55,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","ASV106","Bacteria","Bacteria","Bacteria","Bacteria","Bacteria","Bacteria",76,0,57,73,8,70,102,0,0,9,0,4,19,379,0,57,3,0,0,0,0,17,43,28,134,386,25,0,0,21,0,16,154,39,0,167,23,0
"132","ASV107","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax",0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,51,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0
"133","ASV108","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales","Bacteroidales",0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"134","ASV109","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Bacteroidetes BD2-2",0,0,0,9,0,0,4,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,29,0
"135","ASV110","Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes VC2.1 Bac22","Bacteroidetes VC2.1 Bac22","Bacteroidetes VC2.1 Bac22",14,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0
"136","ASV111","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17","Bacteroidetes vadinHA17",0,0,0,37,0,0,0,5,0,0,0,122,0,7,0,0,0,0,0,0,0,20,56,0,0,236,18,44,112,0,0,8,42,0,4,52,15,7
"137","ASV112","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia","Bacteroidia","Bacteroidia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,96,0,0
"138","ASV113","Bacteria","Balneolota","Balneolia","Balneolales","Balneolaceae","Balneolaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","ASV115","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis","Bauldia",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","ASV116","Bacteria","Patescibacteria","Berkelbacteria","Berkelbacteria","Berkelbacteria","Berkelbacteria",0,0,0,5,124,40,0,0,0,0,0,0,9,456,0,13,0,0,0,0,0,0,0,129,402,111,0,0,0,26,0,0,25,3,0,6,0,0
"141","ASV117","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatellaceae",0,0,0,60,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"142","ASV118","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","ASV119","Bacteria","Myxococcota","Polyangiia","Blfdi19","Blfdi19","Blfdi19",0,0,0,244,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","ASV120","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Blvii28 wastewater-sludge group",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"145","ASV121","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Bosea",0,0,0,22,0,0,0,0,0,17,0,0,0,0,0,0,79,80,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","ASV123","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",367,0,0,241,0,0,77,0,0,19,0,21,129,22,0,41,69,33,43,0,0,0,0,68,0,0,0,0,0,0,0,0,59,13,14,57,24,0
"147","ASV124","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",0,0,0,14,0,0,0,0,0,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0
"148","ASV126","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiales","Burkholderiales",0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0
"149","ASV127","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","C1-B045",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"150","ASV129","Bacteria","Pseudomonadota","Gammaproteobacteria","CCM19a","CCM19a","CCM19a",0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","ASV130","Bacteria","Patescibacteria","Parcubacteria","CG1-02-42-13","CG1-02-42-13","CG1-02-42-13",0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,9,0,48,0,0
"152","ASV134","Bacteria","Actinomycetota","Coriobacteriia","CG2-30-50-142","CG2-30-50-142","CG2-30-50-142",147,0,0,144,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
"153","ASV135","Bacteria","Balneolota","Balneolia","Balneolales","Balneolaceae","CK06-06-Mud-MAS4B-21",36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","ASV136","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group",0,0,0,95,5,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,18,0,9,8,0,0,0,7,100,0,0,0,0,0,8,0,0
"155","ASV138","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","CMW-169","CMW-169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"156","ASV139","Bacteria","Patescibacteria","CPR2","CPR2","CPR2","CPR2",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","ASV140","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","Incertae Sedis","CSP1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","ASV141","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,162,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","ASV142","Bacteria","Bacillota","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","Caldicoprobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"160","ASV143","Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae","Caldilineaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","ASV144","Bacteria","Bacillota","Symbiobacteriia","Symbiobacteriales","Symbiobacteraceae","Caldinitratiruptor",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","ASV145","Bacteria","Caldisericota","Caldisericia","Caldisericales","Caldisericaceae","Caldisericum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,0,228,0
"163","ASV146","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Abawacabacteria","Candidatus Abawacabacteria","Candidatus Abawacabacteria",0,0,0,0,0,15,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,78,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","ASV147","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Candidatus Accumulibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","ASV148","Bacteria","Patescibacteria","Parcubacteria","Candidatus Adlerbacteria","Candidatus Adlerbacteria","Candidatus Adlerbacteria",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","ASV151","Bacteria","Patescibacteria","Parcubacteria","Candidatus Azambacteria","Candidatus Azambacteria","Candidatus Azambacteria",11,0,0,79,6,34,0,0,0,14,0,77,0,213,0,249,0,0,0,0,0,49,8,12,163,232,0,0,0,0,0,0,0,127,6,28,0,0
"167","ASV152","Bacteria","Patescibacteria","Microgenomatia","Candidatus Beckwithbacteria","Candidatus Beckwithbacteria","Candidatus Beckwithbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","ASV153","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Berkiella",0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","ASV154","Bacteria","Planctomycetota","Brocadiae","Brocadiales","Brocadiaceae","Candidatus Brocadia",0,0,0,0,0,15,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","ASV155","Bacteria","Patescibacteria","ABY1","Candidatus Buchananbacteria","Candidatus Buchananbacteria","Candidatus Buchananbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","ASV156","Bacteria","Patescibacteria","Parcubacteria","Candidatus Campbellbacteria","Candidatus Campbellbacteria","Candidatus Campbellbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","ASV157","Bacteria","Pseudomonadota","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Captivus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"173","ASV159","Bacteria","Patescibacteria","Microgenomatia","Candidatus Collierbacteria","Candidatus Collierbacteria","Candidatus Collierbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","ASV160","Bacteria","Patescibacteria","Parcubacteria","Candidatus Colwellbacteria","Candidatus Colwellbacteria","Candidatus Colwellbacteria",0,0,0,0,24,3,7,0,0,0,15,0,0,59,0,3,0,0,0,0,0,0,0,11,70,60,0,0,0,0,0,0,0,0,0,9,0,0
"175","ASV161","Bacteria","Bacillota","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Candidatus Contubernalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0
"176","ASV164","Bacteria","Bacillota","Desulfotomaculia","Ammonifexales","Desulforudaceae","Candidatus Desulforudis",9,0,109,0,0,0,0,25,0,0,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,1620,0,0
"177","ASV165","Bacteria","Patescibacteria","Parcubacteria","Candidatus Doudnabacteria","Candidatus Doudnabacteria","Candidatus Doudnabacteria",0,0,0,0,0,12,0,0,0,0,0,7,0,50,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0
"178","ASV166","Bacteria","Pseudomonadota","Gammaproteobacteria","Piscirickettsiales","Piscirickettsiaceae","Candidatus Endoecteinascidia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0
"179","ASV167","Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria","Candidatus Falkowbacteria","Candidatus Falkowbacteria",0,0,0,0,0,0,0,0,0,0,6,16,22,219,35,0,0,0,0,0,5,71,41,0,44,25,146,0,8,0,0,0,0,0,0,0,0,0
"180","ASV168","Bacteria","Patescibacteria","Parcubacteria","Candidatus Giovannonibacteria","Candidatus Giovannonibacteria","Candidatus Giovannonibacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","ASV171","Bacteria","Patescibacteria","Parcubacteria","Candidatus Jorgensenbacteria","Candidatus Jorgensenbacteria","Candidatus Jorgensenbacteria",0,0,0,0,45,11,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,13,87,0,0,0,0,3,0,0,0,0,0,4,0,0
"182","ASV172","Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria","Candidatus Kaiserbacteria","Candidatus Kaiserbacteria",152,0,0,0,33,0,0,0,0,0,0,0,0,206,0,7,0,0,0,0,0,0,22,52,68,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","ASV173","Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria","Candidatus Kerfeldbacteria","Candidatus Kerfeldbacteria",0,0,0,0,0,4,0,0,0,0,0,0,7,291,0,4,0,0,0,0,0,0,3,11,0,5,24,0,0,0,0,0,0,0,0,0,0,0
"184","ASV174","Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria","Candidatus Komeilibacteria","Candidatus Komeilibacteria",0,0,0,0,5,0,0,0,0,0,0,0,11,3,7,0,0,0,0,0,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"185","ASV176","Bacteria","Planctomycetota","Brocadiae","Brocadiales","Brocadiaceae","Candidatus Kuenenia",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","ASV177","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Candidatus Latescibacter",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,12,0,0
"187","ASV178","Bacteria","Patescibacteria","Microgenomatia","Candidatus Levybacteria","Candidatus Levybacteria","Candidatus Levybacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","ASV179","Bacteria","Patescibacteria","Parcubacteria","Candidatus Liptonbacteria","Candidatus Liptonbacteria","Candidatus Liptonbacteria",0,0,0,25,3,53,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,139,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","ASV180","Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria","Candidatus Magasanikbacteria","Candidatus Magasanikbacteria",0,0,0,12,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,7,0,0,0,0
