"","ASVs","Kingdom","Phylum","Class","Order","Family","Genus","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C24","C3","C4","C5","C8","C9","E1","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19","E2","E20","E21","E22","E23","E24","E6","E9"
"290","ASV314","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Dyadobacter",0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","ASV315","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,9,0
"292","ASV317","Bacteria","Bacillota","Bacilli","Acholeplasmatales","Acholeplasmataceae","EUB33-2",0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,43,80,0,0,9,12
"293","ASV320","Bacteria","Actinomycetota","Actinobacteria","Nitriliruptorales","Nitriliruptoraceae","Egicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","ASV321","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","ASV323","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Emticicia",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","ASV324","Bacteria","Elusimicrobiota","Endomicrobiia","Endomicrobiales","Endomicrobiaceae","Endomicrobium",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","ASV325","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","ASV326","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Ercella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0
"299","ASV327","Bacteria","Candidatus Eremiobacterota","Eremiobacteria","Eremiobacteria","Eremiobacteria","Eremiobacteria",0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0
"300","ASV328","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix",17,0,0,0,0,0,0,0,0,0,0,0,55,0,12,0,0,154,0,0,0,0,0,0,0,14,35,0,0,0,0,0,32,0,0,0,40,0
"301","ASV329","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",0,79,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","ASV330","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"303","ASV332","Bacteria","Actinomycetota","Actinobacteria","Euzebyales","Euzebyaceae","Euzebya",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","ASV333","Bacteria","FCPU426","FCPU426","FCPU426","FCPU426","FCPU426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
"305","ASV334","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","FFCH9454","FFCH9454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","ASV336","Bacteria","Actinomycetota","Coriobacteriia","FS118-23B-02","FS118-23B-02","FS118-23B-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,90,14,0,0,0,0,83
"307","ASV337","Bacteria","Chloroflexota","Dehalococcoidia","FW22","FW22","FW22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,22,0,27,0,0
"308","ASV338","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Falsirhodobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
"309","ASV340","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Ferribacterium",0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","ASV341","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Ferritrophicum",0,20,31,0,45,0,29,0,0,44,0,135,5840,0,0,0,47,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,41,74,0
"311","ASV343","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,112,0,0,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","ASV344","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","ASV346","Bacteria","Firestonebacteria","Firestonebacteria","Firestonebacteria","Firestonebacteria","Firestonebacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"314","ASV349","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",88,0,0,133,0,484,0,12,0,2,0,0,0,54,10,384,4,27,143,24,88,0,25,992,0,201,338,12,56,3480,0,0,0,35,0,9,0,9
"315","ASV350","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Fluviicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
"316","ASV351","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","ASV352","Bacteria","Bacillota","Clostridia","Clostridiales","Caloramatoraceae","Fonticella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","ASV353","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Frankiales","Frankiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","ASV354","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Frigidibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","ASV355","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Fuscovulum",0,0,0,0,0,5,0,0,0,48,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","ASV356","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,29,19,0
"322","ASV357","Bacteria","GAL15","GAL15","GAL15","GAL15","GAL15",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"323","ASV358","Bacteria","Chloroflexota","Dehalococcoidia","GIF3","GIF3","GIF3",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,138,0,77,0,0
"324","ASV359","Bacteria","Chloroflexota","Dehalococcoidia","GIF9","GIF9","GIF9",8,0,35,0,0,0,0,0,0,0,0,25,0,32,11,0,0,0,0,0,9,89,0,0,0,71,0,0,0,0,0,0,0,165,22,173,6,0
"325","ASV360","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","GOUTA6",0,0,0,61,17,52,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,8,41,22,0,0,0,26,0,0,0,0,0,0,0,0
"326","ASV362","Bacteria","Patescibacteria","Parcubacteria","GWB1-42-6","GWB1-42-6","GWB1-42-6",0,0,0,0,0,0,0,0,0,0,0,43,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","ASV364","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","GWD2-49-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,49,0,0
"328","ASV365","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","GWE2-31-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"329","ASV366","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rs-E47 termite group","GWE2-42-42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"330","ASV368","Bacteria","Pseudomonadota","Gammaproteobacteria","Ga0077536","Ga0077536","Ga0077536",0,0,0,14,0,0,0,0,0,0,0,17,0,18,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","ASV369","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","ASV370","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellales","Gaiellales",33,0,5,27,0,41,3,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,85,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0
"333","ASV371","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea",107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","ASV372","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella",0,36,0,440,0,0,271,0,0,0,0,0,0,377,0,0,2,0,0,0,0,0,1990,0,36,0,0,0,0,186,0,0,0,0,0,432,1240,0
"335","ASV373","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionellaceae",0,0,0,0,7,0,27,0,13,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
"336","ASV374","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria","Gammaproteobacteria","Gammaproteobacteria",0,0,0,78,4,0,0,0,0,0,0,0,7,93,0,20,56,2,8,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,3,0,0,5
"337","ASV376","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae",61,0,0,174,0,0,6,0,0,0,0,14,0,65,0,20,0,0,0,0,0,0,108,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"338","ASV377","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","ASV378","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Gemmobacter",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","ASV379","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Geobacillus",12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","ASV380","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"342","ASV381","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"343","ASV382","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Georgfuchsia",0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","ASV383","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Geothrix",0,0,0,140,0,0,0,0,0,8,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"345","ASV384","Bacteria","Chloroflexota","Gitt-GS-136","Gitt-GS-136","Gitt-GS-136","Gitt-GS-136",0,0,0,0,0,5,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","ASV386","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria",21,9,0,0,0,0,0,0,0,0,0,0,9,465,0,24,0,0,0,0,0,0,0,68,26,0,13,0,0,5,0,0,0,0,0,0,0,0
"347","ASV387","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Gracilinema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"348","ASV392","Bacteria","Myxococcota","Polyangiia","Haliangiales","Haliangiaceae","Haliangiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","ASV393","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Haliscomenobacter",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","ASV396","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Halomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,117,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"351","ASV397","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","ASV398","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","ASV399","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas",0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,213,0,0,0,0
"354","ASV400","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia",0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,48,47,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","ASV401","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Hoeflea",37,0,0,0,0,0,0,0,0,0,0,56,0,80,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","ASV402","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Holophagaceae",0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","ASV403","Bacteria","Pseudomonadota","Alphaproteobacteria","Holosporales","Holosporaceae","Holosporaceae",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,0,28,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","ASV404","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Humidesulfovibrio",7,0,0,0,0,0,0,0,0,0,0,9,79,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,13,22,0
"359","ASV407","Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","ASV408","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Hydrogenoanaerobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"361","ASV409","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",2279,373,1728,517,254,0,90,694,103,413,217,687,88,75,4011,839,404,7106,1096,210,296,25,0,0,0,0,51,115,196,39,486,843,1097,429,1307,593,294,703
"362","ASV410","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Hydrogenophilaceae",0,0,426,65,0,0,9,0,20,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
"363","ASV413","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales","Hyphomicrobiales",0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","ASV414","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis","Hyphomicrobiales Incertae Sedis",0,0,0,162,13,0,71,0,0,16,0,18,0,0,0,25,0,0,0,0,0,12,57,35,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"365","ASV415","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium",0,0,0,86,0,11,41,0,0,0,0,0,0,0,0,0,0,0,0,106,0,13,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","ASV416","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas",24,0,0,0,0,0,21,0,0,0,0,31,0,10,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","ASV417","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0
