"","Kingdom","Phylum","Class","Order","Family","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"94","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__UBA932",0,0,0,0,0,0,8.49120556983583e-05,0,0.0007911400319742,0,0,0,0.106084583075995,0.101031646920622,0,0,0.0494993604804572,0,0.0114765673313545,0,"aOTU_94"
"95","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Nocardioidaceae",0,0,0.0041115901356419,0.0011884455874614,0,0.00376,0,0,0,0.0044383429805751,0,0,0.0268170253835633,0,0.0032309735707206,0.0004837156725643,0.0005637613225672,0,0,0,"aOTU_95"
"96","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae",0,0,0,0,0,0,0,0,3.68686616842388e-05,0.0026456916054522,0,0,0.0258260634998625,0.0158183268717803,0,0,0,0,0.0018813290735567,0,"aOTU_96"
"97","d__Bacteria","p__Desulfobacterota","c__Desulfobulbia","o__Desulfobulbales","f__Desulfocapsaceae",0,0.008970110369975,0.0023863087443195,0.0030523906425681,0.000220257230372,8e-05,0.0440236350313026,0,0.144875406088216,0.0002681586862669,0,0,0.01797820896117,0.0031663891499689,0,0,0.0051938605014733,0,3.99099813865483,0,"aOTU_97"
"98","d__Bacteria","p__Bacteroidota","c__Ignavibacteria","o__Ignavibacteriales","f__Melioribacteraceae",0,0,0.0132403778805319,0,0,0,0.0009275009160897,0,0.0008003571973953,0,0,0,0.0122156012298858,0.0001225699025794,0,0,0,0,0.0006485755485855,0,"aOTU_98"
"99","d__Bacteria","p__Spirochaetota","c__Leptospirae","o__Leptospirales","f__Leptospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0.0118304880807699,0,0,0,0,0,0,0,"aOTU_99"
"100","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__Erysipelotrichales","f__Erysipelotrichaceae",0,0,0,0,0,0,0.0001632924148045,0,0,0.696293032263503,0,0,0.0129435590117514,1.24142202051976,0,0,0,0,0.0106761975054404,0,"aOTU_100"
"101","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__UBA5335","f__UBA5335",0,0,0.0386403539194454,0,0,0,0.008968019421065,0,0,0,0,0,0.0066173710622488,0,0,0,0.0035890943605022,0,0,0,"aOTU_101"
"102","d__Bacteria","p__Krumholzibacteriota","c__Krumholzibacteria","o__LZORAL124-64-63","f__LZORAL124-64-63",0,0,0.0036125144841291,0,0,0,0,0,0,0.0078473366733147,0,0,0.0059457713022051,0,0,0,0.456278272791441,0,0.24167948863996,0,"aOTU_102"
"103","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__UBA6184","f__UBA6184",0,0.0003269892450138,0,0,3.7856711470195e-05,0,0,0,0,0,0,0,0.0058565377676538,0,0,0.0116314525212027,0,0.0064791250454241,0,0,"aOTU_103"
