"","OTUs","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"12761","bOTU_12761","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","g__Blautia",0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"12762","bOTU_12762","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia_A","g__Blautia_A",0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"12763","bOTU_12763","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hominiventricola","g__Hominiventricola",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12764","bOTU_12764","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAILEN01","g__JAILEN01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12765","bOTU_12765","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAKSSE01","g__JAKSSE01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12766","bOTU_12766","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Pararoseburia","g__Pararoseburia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12767","bOTU_12767","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Sporofaciens","g__Sporofaciens",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12768","bOTU_12768","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__UBA1729","g__UBA1729",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12769","bOTU_12769","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__Fimenecus","g__Fimenecus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"12770","bOTU_12770","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__SIG575","g__SIG575",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12771","bOTU_12771","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__CAG-272","f__CAG-272","f__CAG-272",0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"12772","bOTU_12772","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__CAG-382","g__UBA1206","g__UBA1206",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12773","bOTU_12773","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__CAG-170","g__CAG-170",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
"12774","bOTU_12774","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__JAJQBJ01","g__JAJQBJ01",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"12775","bOTU_12775","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","f__Ruminococcaceae","f__Ruminococcaceae",0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0
"12776","bOTU_12776","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Angelakisella","g__Angelakisella",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"12777","bOTU_12777","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__RGIG4694","g__RGIG4694",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12778","bOTU_12778","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__RUG12519","g__RUG12519",0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"12779","bOTU_12779","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__SZUA-444","g__SZUA-444",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12780","bOTU_12780","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__WRAV01","g__WRAV01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12781","bOTU_12781","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__UBA929","g__JAIRTA01","g__JAIRTA01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12782","bOTU_12782","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Anaerovoracaceae","g__CAG-238","g__CAG-238",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12783","bOTU_12783","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Anaerovoracaceae","g__JAIRPE01","g__JAIRPE01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"12784","bOTU_12784","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Anaerovoracaceae","g__RGIG7041","g__RGIG7041",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12785","bOTU_12785","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Filifactoraceae","g__JAUNKE01","g__JAUNKE01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"12786","bOTU_12786","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Natronincolaceae","g__Alkaliphilus_C","g__Alkaliphilus_C",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12787","bOTU_12787","d__Bacteria","p__Bacillota_A","c__Clostridia","o__TANB77","f__CAG-508","g__CAKPQL01","g__CAKPQL01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12788","bOTU_12788","d__Bacteria","p__Bacillota_A","c__Clostridia","o__TANB77","f__CAG-508","g__RGIG8482","g__RGIG8482",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"12789","bOTU_12789","d__Bacteria","p__Bacillota_A","c__Clostridia","o__TANB77","f__CAG-508","g__UMGS1663","g__UMGS1663",0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,1,1,0,0
"12790","bOTU_12790","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Peptoniphilaceae","g__Kallipyga","g__Kallipyga",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12791","bOTU_12791","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Peptoniphilaceae","g__Peptoniphilus_B","g__Peptoniphilus_B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12792","bOTU_12792","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Sporanaerobacteraceae","g__Sporanaerobacter","g__Sporanaerobacter",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"12793","bOTU_12793","d__Bacteria","p__Bacillota_B","c__DSM-12270","o__Thermacetogeniales","f__Thermacetogeniaceae","g__50-218","g__50-218",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12794","bOTU_12794","d__Bacteria","p__Bacillota_B","c__Desulfotomaculia","o__Ammonifexales","f__Ammonificaceae","g__SURF-55","g__SURF-55",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12795","bOTU_12795","d__Bacteria","p__Bacillota_B","c__Desulfotomaculia","o__Ammonifexales","f__Desulforudaceae","g__Desulfopertinax","g__Desulfopertinax",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"12796","bOTU_12796","d__Bacteria","p__Bacillota_B","c__Desulfotomaculia","o__Desulfotomaculales","o__Desulfotomaculales","o__Desulfotomaculales","o__Desulfotomaculales",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12797","bOTU_12797","d__Bacteria","p__Bacillota_B","c__Desulfotomaculia","o__Desulfotomaculales","f__Desulfurisporaceae","g__Desulfurispora","g__Desulfurispora",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12798","bOTU_12798","d__Bacteria","p__Bacillota_B","c__Moorellia","o__Moorellales","f__Moorellaceae","g__UBA12545","g__UBA12545",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"12799","bOTU_12799","d__Bacteria","p__Bacillota_C","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__RUG12372","g__RUG12372",0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0
"12800","bOTU_12800","d__Bacteria","p__Bacillota_F","c__Halanaerobiia","o__Halanaerobiales","f__Halarsenatibacteraceae","g__T1SED10-84","g__T1SED10-84",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12801","bOTU_12801","d__Bacteria","p__Bacillota_F","c__Halanaerobiia","o__Halobacteroidales","f__Acetohalobiaceae","g__Selenihalanaerobacter","g__Selenihalanaerobacter",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12802","bOTU_12802","d__Bacteria","p__Bacillota_F","c__Halanaerobiia","o__Halobacteroidales","f__Halobacteroidaceae","g__Halanaerobacter","g__Halanaerobacter",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12803","bOTU_12803","d__Bacteria","p__Bacillota_G","c__Limnochordia","o__DTU087","f__DTU087","g__DTU087","g__DTU087",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12804","bOTU_12804","d__Bacteria","p__Bacillota_G","c__SHA-98","o__Ch115","f__JABLXJ01","g__JABLXL01","g__JABLXL01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"12805","bOTU_12805","d__Bacteria","p__Bacillota_G","c__UBA4882","o__UBA10575","f__UBA10575","g__Capillibacterium","g__Capillibacterium",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12806","bOTU_12806","d__Bacteria","p__Bacillota_G","c__UBA4882","o__UBA8346","f__UBA8346","g__JAKPCT01","g__JAKPCT01",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12807","bOTU_12807","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__Erysipelotrichales","f__Erysipelotrichaceae","g__RUG521","g__RUG521",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12808","bOTU_12808","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RF39","f__UBA660","f__UBA660","f__UBA660",0,0,0,0,0,0,0,0,1,0,0,13,1,2,2,8,0,0,1,0,0,0,0,3,0
"12809","bOTU_12809","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RF39","f__UBA660","g__CAKPCJ01","g__CAKPCJ01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12810","bOTU_12810","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RF39","f__UBA660","g__CAOJZZ01","g__CAOJZZ01",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12811","bOTU_12811","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RF39","f__UBA660","g__Faecisoma","g__Faecisoma",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"12812","bOTU_12812","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RF39","f__UBA660","g__RUG12783","g__RUG12783",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"12813","bOTU_12813","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RF39","f__UBA660","g__RUG13868","g__RUG13868",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"12814","bOTU_12814","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RF39","f__UBA660","g__SIG200","g__SIG200",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"12815","bOTU_12815","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RF39","f__UBA660","g__SKJH01","g__SKJH01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12816","bOTU_12816","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RF39","f__UBA660","g__Scybalousia","g__Scybalousia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"12817","bOTU_12817","d__Bacteria","p__Bacillota_I","c__Bacilli_A","o__RFN20","f__CAG-826","g__UBA1361","g__UBA1361",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12818","bOTU_12818","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__2-12-FULL-35-15","f__2-12-FULL-35-15","g__2-12-FULL-35-15","s__2-12-FULL-35-15 sp021413595",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12819","bOTU_12819","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__2-12-FULL-35-15","f__2-12-FULL-35-15","g__2-12-FULL-35-15","s__2-12-FULL-35-15 sp030654175",0,0,0,0,0,0,0,0,190,0,0,0,0,0,1,0,0,0,0,0,751,2,0,0,1
"12820","bOTU_12820","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__B-17B0","f__B-17BO","g__JADJDM01","g__JADJDM01",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12821","bOTU_12821","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__B-17B0","f__B-17BO","g__JADJDM01","s__JADJDM01 sp030684395",0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12822","bOTU_12822","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Dysgonomonadaceae","g__Dysgonomonas","g__Dysgonomonas",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"12823","bOTU_12823","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__F082","g__CAJBPB01","s__CAJBPB01 sp013141455",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"12824","bOTU_12824","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__F082","g__CAJBPB01","s__CAJBPB01 sp903957365",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"12825","bOTU_12825","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__F082","g__GCA-002708315","s__GCA-002708315 sp016845105",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12826","bOTU_12826","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__F082","g__UBA6244","s__UBA6244 sp002771745",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"12827","bOTU_12827","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__GWA2-32-17","g__GWA2-32-17","s__GWA2-32-17 sp001769035",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
"12828","bOTU_12828","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__JAAYJT01","g__JAAYJT01","s__JAAYJT01 sp014860575",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12829","bOTU_12829","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__JAHJDW01","g__JAQUPB01","g__JAQUPB01",0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0
"12830","bOTU_12830","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__JALTDM01","g__JALTEO01","g__JALTEO01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12831","bOTU_12831","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Lentimicrobiaceae","g__Lentimicrobium","s__Lentimicrobium sp009773455",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12832","bOTU_12832","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Lentimicrobiaceae","g__Lentimicrobium","s__Lentimicrobium sp016788045",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12833","bOTU_12833","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","g__Odoribacter",0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
"12834","bOTU_12834","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prolixibacteraceae","g__CAINVV01","s__CAINVV01 sp023229575",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
"12835","bOTU_12835","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prolixibacteraceae","g__Mariniphaga","g__Mariniphaga",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
"12836","bOTU_12836","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prolixibacteraceae","g__UBA6024","s__UBA6024 sp030684645",0,0,0,0,0,0,0,0,308,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"12837","bOTU_12837","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__SZUA-534","g__GWE2-40-63","s__GWE2-40-63 sp020719105",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"12838","bOTU_12838","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__WCHB1-69","f__WCHB1-69","f__WCHB1-69",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12839","bOTU_12839","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__WCHB1-69","g__JAGVVH01","g__JAGVVH01",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12840","bOTU_12840","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__CAISDV01","g__CAISDV01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12841","bOTU_12841","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__CAIVPM01","g__CAIVPM01",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"12842","bOTU_12842","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Flavipsychrobacter","s__Flavipsychrobacter sp021740995",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"12843","bOTU_12843","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Hanamia","g__Hanamia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"12844","bOTU_12844","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Niabella","g__Niabella",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12845","bOTU_12845","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Parafilimonas","g__Parafilimonas",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12846","bOTU_12846","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__QFOI01","g__QFOI01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12847","bOTU_12847","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__UBA1930","g__UBA1930",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12848","bOTU_12848","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__VBAU01","g__VBAU01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12849","bOTU_12849","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__LD1","g__UBA1941","g__UBA1941",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12850","bOTU_12850","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Saprospiraceae","g__UBA6168","g__UBA6168",0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,0,0,26,10,0,0
"12851","bOTU_12851","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Saprospiraceae","g__UBA6168","s__UBA6168 sp002435785",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"12852","bOTU_12852","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Saprospiraceae","g__UBA6168","s__UBA6168 sp016719855",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0
"12853","bOTU_12853","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Cyclobacteriaceae","g__Chryseosolibacter","s__Chryseosolibacter indicus",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12854","bOTU_12854","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Microscillaceae","g__JANWZA01","g__JANWZA01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12855","bOTU_12855","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Crocinitomicaceae","g__JADJGJ01","g__JADJGJ01",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,3,4,0,0
"12856","bOTU_12856","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Patiriisocius","g__Patiriisocius",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12857","bOTU_12857","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__PHOS-HE28","g__PHOS-HE28","s__PHOS-HE28 sp016710685",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12858","bOTU_12858","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Salibacteraceae","g__CAJIZE01","g__CAJIZE01",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12859","bOTU_12859","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__UA16","g__UBA8752","g__UBA8752",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12860","bOTU_12860","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__UBA1820","g__Merdimorpha","g__Merdimorpha",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12861","bOTU_12861","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Vicingaceae","g__GCA-002793235","s__GCA-002793235 sp002790175",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0
"12862","bOTU_12862","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__NS11-12g","f__UBA8524","g__M1806","g__M1806",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12863","bOTU_12863","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__NS11-12g","f__UBA8524","g__UBA8524","g__UBA8524",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"12864","bOTU_12864","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__NS11-12g","f__UBA8524","g__UBA8524","s__UBA8524 sp003531115",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12865","bOTU_12865","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__NS11-12g","f__UBA9320","g__JABWCE01","g__JABWCE01",0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0
"12866","bOTU_12866","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__NS11-12g","f__UKL13-3","g__B1","s__B1 sp030680835",0,0,0,0,0,0,0,0,1477,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2
"12867","bOTU_12867","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__NS11-12g","f__UKL13-3","g__CAIUEQ01","g__CAIUEQ01",0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
